method,split,regime,task,seed,episodes,success_rate,harmful_transfer_rate,tactile_event_f1,damage_rate,query_cost,calibration_error
scratch_tactile_policy,heldout_object,soft_compliance,cable_threading,5,84,0.428571,0.082071,0.467895,0.085253,0.139546,0.095575
scratch_tactile_policy,heldout_object,soft_compliance,cable_threading,6,84,0.416667,0.082557,0.468606,0.085931,0.140088,0.095938
scratch_tactile_policy,heldout_object,soft_compliance,lid_twist_force_control,0,84,0.642857,0.080987,0.428380,0.078511,0.130665,0.096417
scratch_tactile_policy,heldout_object,soft_compliance,lid_twist_force_control,1,84,0.571429,0.081521,0.429163,0.080714,0.132310,0.096813
scratch_tactile_policy,heldout_object,soft_compliance,lid_twist_force_control,2,84,0.547619,0.082055,0.429946,0.081727,0.133099,0.097209
scratch_tactile_policy,heldout_object,soft_compliance,lid_twist_force_control,3,84,0.595238,0.082589,0.430729,0.080954,0.132602,0.097605
scratch_tactile_policy,heldout_object,soft_compliance,lid_twist_force_control,4,84,0.619048,0.083123,0.431512,0.080776,0.132533,0.098000
scratch_tactile_policy,heldout_object,soft_compliance,lid_twist_force_control,5,84,0.535714,0.083657,0.432295,0.083277,0.134393,0.098396
scratch_tactile_policy,heldout_object,soft_compliance,lid_twist_force_control,6,84,0.535714,0.084191,0.433078,0.083694,0.134753,0.098792
scratch_tactile_policy,heldout_object,texture_aliasing,slip_limited_grasp,0,84,0.511905,0.082346,0.452505,0.086821,0.137026,0.098213
scratch_tactile_policy,heldout_object,texture_aliasing,slip_limited_grasp,1,84,0.404762,0.082856,0.453252,0.089899,0.139298,0.098592
scratch_tactile_policy,heldout_object,texture_aliasing,slip_limited_grasp,2,84,0.511905,0.083366,0.453999,0.087619,0.137714,0.098971
scratch_tactile_policy,heldout_object,texture_aliasing,slip_limited_grasp,3,84,0.559524,0.083876,0.454746,0.086827,0.137201,0.099350
scratch_tactile_policy,heldout_object,texture_aliasing,slip_limited_grasp,4,84,0.488095,0.084386,0.455493,0.089012,0.138830,0.099730
scratch_tactile_policy,heldout_object,texture_aliasing,slip_limited_grasp,5,84,0.535714,0.084896,0.456240,0.088221,0.138317,0.100109
scratch_tactile_policy,heldout_object,texture_aliasing,slip_limited_grasp,6,84,0.428571,0.085406,0.456987,0.091298,0.140590,0.100488
scratch_tactile_policy,heldout_object,texture_aliasing,peg_in_hole_contact_search,0,84,0.464286,0.087490,0.421148,0.090422,0.136531,0.100124
scratch_tactile_policy,heldout_object,texture_aliasing,peg_in_hole_contact_search,1,84,0.511905,0.088048,0.421967,0.089667,0.136050,0.100536
scratch_tactile_policy,heldout_object,texture_aliasing,peg_in_hole_contact_search,2,84,0.476190,0.088606,0.422786,0.090996,0.137069,0.100948
scratch_tactile_policy,heldout_object,texture_aliasing,peg_in_hole_contact_search,3,84,0.488095,0.089164,0.423605,0.083130,0.137230,0.101360
scratch_tactile_policy,heldout_object,texture_aliasing,peg_in_hole_contact_search,4,84,0.547619,0.089722,0.424424,0.082078,0.136535,0.101773
scratch_tactile_policy,heldout_object,texture_aliasing,peg_in_hole_contact_search,5,84,0.452381,0.090280,0.425243,0.084894,0.138625,0.102185
scratch_tactile_policy,heldout_object,texture_aliasing,peg_in_hole_contact_search,6,84,0.369048,0.090838,0.426062,0.087414,0.140501,0.102597
scratch_tactile_policy,heldout_object,texture_aliasing,cloth_edge_pull,0,84,0.523810,0.085400,0.449916,0.086101,0.137475,0.098856
scratch_tactile_policy,heldout_object,texture_aliasing,cloth_edge_pull,1,84,0.559524,0.085892,0.450636,0.085593,0.137165,0.099222
scratch_tactile_policy,heldout_object,texture_aliasing,cloth_edge_pull,2,84,0.452381,0.086384,0.451356,0.088657,0.139425,0.099589
scratch_tactile_policy,heldout_object,texture_aliasing,cloth_edge_pull,3,84,0.511905,0.086876,0.452076,0.087554,0.138686,0.099956
scratch_tactile_policy,heldout_object,texture_aliasing,cloth_edge_pull,4,84,0.523810,0.087368,0.452796,0.087642,0.138803,0.100323
scratch_tactile_policy,heldout_object,texture_aliasing,cloth_edge_pull,5,84,0.476190,0.087860,0.453516,0.089217,0.139993,0.100690
scratch_tactile_policy,heldout_object,texture_aliasing,cloth_edge_pull,6,84,0.511905,0.088352,0.454236,0.088710,0.139682,0.101057
scratch_tactile_policy,heldout_object,texture_aliasing,cable_threading,0,84,0.392857,0.084778,0.454357,0.088608,0.139281,0.097567
scratch_tactile_policy,heldout_object,texture_aliasing,cable_threading,1,84,0.476190,0.085270,0.455077,0.086910,0.138113,0.097934
scratch_tactile_policy,heldout_object,texture_aliasing,cable_threading,2,84,0.452381,0.085762,0.455797,0.087891,0.138873,0.098300
scratch_tactile_policy,heldout_object,texture_aliasing,cable_threading,3,84,0.500000,0.086254,0.456517,0.087085,0.138348,0.098667
scratch_tactile_policy,heldout_object,texture_aliasing,cable_threading,4,84,0.511905,0.086746,0.457237,0.087173,0.138466,0.099034
scratch_tactile_policy,heldout_object,texture_aliasing,cable_threading,5,84,0.583333,0.087238,0.457957,0.085772,0.137512,0.099401
scratch_tactile_policy,heldout_object,texture_aliasing,cable_threading,6,84,0.297619,0.087730,0.458677,0.093301,0.142987,0.099768
scratch_tactile_policy,heldout_object,texture_aliasing,lid_twist_force_control,0,84,0.535714,0.091626,0.426650,0.089774,0.136993,0.096007
scratch_tactile_policy,heldout_object,texture_aliasing,lid_twist_force_control,1,84,0.523810,0.092166,0.427442,0.082489,0.137571,0.096407
scratch_tactile_policy,heldout_object,texture_aliasing,lid_twist_force_control,2,84,0.476190,0.092706,0.428234,0.084102,0.138793,0.096807
scratch_tactile_policy,heldout_object,texture_aliasing,lid_twist_force_control,3,84,0.595238,0.093246,0.429026,0.081548,0.137014,0.097207
scratch_tactile_policy,heldout_object,texture_aliasing,lid_twist_force_control,4,84,0.511905,0.081780,0.429818,0.082852,0.138878,0.097343
scratch_tactile_policy,heldout_object,texture_aliasing,lid_twist_force_control,5,84,0.511905,0.082320,0.430610,0.083274,0.139242,0.097743
scratch_tactile_policy,heldout_object,texture_aliasing,lid_twist_force_control,6,84,0.488095,0.082860,0.413393,0.084292,0.140034,0.098143
scratch_tactile_policy,heldout_object,taxel_bias,slip_limited_grasp,0,84,0.452381,0.091729,0.458901,0.088859,0.141821,0.102059
scratch_tactile_policy,heldout_object,taxel_bias,slip_limited_grasp,1,84,0.511905,0.092203,0.459594,0.087743,0.141070,0.102414
scratch_tactile_policy,heldout_object,taxel_bias,slip_limited_grasp,2,84,0.416667,0.092677,0.442278,0.090495,0.143104,0.102768
scratch_tactile_policy,heldout_object,taxel_bias,slip_limited_grasp,3,84,0.583333,0.093151,0.442971,0.086700,0.140424,0.103123
scratch_tactile_policy,heldout_object,taxel_bias,slip_limited_grasp,4,84,0.488095,0.093625,0.443664,0.089452,0.142458,0.103477
scratch_tactile_policy,heldout_object,taxel_bias,slip_limited_grasp,5,84,0.583333,0.094099,0.444357,0.087443,0.133060,0.103831
scratch_tactile_policy,heldout_object,taxel_bias,slip_limited_grasp,6,84,0.523810,0.082567,0.445050,0.088101,0.134451,0.103922
scratch_tactile_policy,heldout_object,taxel_bias,peg_in_hole_contact_search,0,84,0.476190,0.092157,0.420470,0.087059,0.136897,0.100722
scratch_tactile_policy,heldout_object,taxel_bias,peg_in_hole_contact_search,1,84,0.500000,0.092679,0.421235,0.086872,0.136820,0.101110
scratch_tactile_policy,heldout_object,taxel_bias,peg_in_hole_contact_search,2,84,0.440476,0.093201,0.422000,0.088768,0.138243,0.101497
scratch_tactile_policy,heldout_object,taxel_bias,peg_in_hole_contact_search,3,84,0.559524,0.093723,0.422765,0.086200,0.136453,0.101885
scratch_tactile_policy,heldout_object,taxel_bias,peg_in_hole_contact_search,4,84,0.559524,0.082239,0.423530,0.085408,0.136805,0.102008
scratch_tactile_policy,heldout_object,taxel_bias,peg_in_hole_contact_search,5,84,0.500000,0.082761,0.424295,0.087304,0.138228,0.102396
scratch_tactile_policy,heldout_object,taxel_bias,peg_in_hole_contact_search,6,84,0.547619,0.083283,0.425060,0.086522,0.137723,0.102783
scratch_tactile_policy,heldout_object,taxel_bias,cloth_edge_pull,0,84,0.511905,0.082903,0.456501,0.085845,0.141498,0.102525
scratch_tactile_policy,heldout_object,taxel_bias,cloth_edge_pull,1,84,0.428571,0.083359,0.457167,0.088286,0.143306,0.102867
scratch_tactile_policy,heldout_object,taxel_bias,cloth_edge_pull,2,84,0.380952,0.083815,0.457833,0.089834,0.144471,0.103209
scratch_tactile_policy,heldout_object,taxel_bias,cloth_edge_pull,3,84,0.464286,0.084271,0.458499,0.088108,0.135275,0.103551
scratch_tactile_policy,heldout_object,taxel_bias,cloth_edge_pull,4,84,0.535714,0.084727,0.459165,0.086680,0.134297,0.103893
scratch_tactile_policy,heldout_object,taxel_bias,cloth_edge_pull,5,84,0.464286,0.085183,0.459831,0.088823,0.135891,0.104235
scratch_tactile_policy,heldout_object,taxel_bias,cloth_edge_pull,6,84,0.571429,0.085639,0.460497,0.086502,0.134270,0.096573
scratch_tactile_policy,heldout_object,taxel_bias,cable_threading,0,84,0.369048,0.083361,0.462562,0.089478,0.144237,0.101980
scratch_tactile_policy,heldout_object,taxel_bias,cable_threading,1,84,0.523810,0.083817,0.463228,0.085966,0.141759,0.102322
scratch_tactile_policy,heldout_object,taxel_bias,cable_threading,2,84,0.404762,0.084273,0.463894,0.089300,0.144210,0.102664
scratch_tactile_policy,heldout_object,taxel_bias,cable_threading,3,84,0.500000,0.084729,0.464560,0.087277,0.134800,0.103006
scratch_tactile_policy,heldout_object,taxel_bias,cable_threading,4,84,0.345238,0.085185,0.465226,0.091504,0.137894,0.103348
scratch_tactile_policy,heldout_object,taxel_bias,cable_threading,5,84,0.380952,0.085641,0.465892,0.090968,0.137559,0.103690
scratch_tactile_policy,heldout_object,taxel_bias,cable_threading,6,84,0.547619,0.086097,0.466558,0.087159,0.134867,0.104032
scratch_tactile_policy,heldout_object,taxel_bias,lid_twist_force_control,0,84,0.547619,0.093215,0.421355,0.084051,0.135307,0.102490
scratch_tactile_policy,heldout_object,taxel_bias,lid_twist_force_control,1,84,0.416667,0.093719,0.422093,0.087719,0.138004,0.102865
scratch_tactile_policy,heldout_object,taxel_bias,lid_twist_force_control,2,84,0.547619,0.094223,0.422831,0.084840,0.135987,0.103241
scratch_tactile_policy,heldout_object,taxel_bias,lid_twist_force_control,3,84,0.547619,0.082721,0.423569,0.084034,0.136327,0.103351
scratch_tactile_policy,heldout_object,taxel_bias,lid_twist_force_control,4,84,0.547619,0.083225,0.424307,0.084428,0.136667,0.103727
scratch_tactile_policy,heldout_object,taxel_bias,lid_twist_force_control,5,84,0.583333,0.083729,0.425045,0.083930,0.136364,0.104102
scratch_tactile_policy,heldout_object,taxel_bias,lid_twist_force_control,6,84,0.535714,0.084233,0.425783,0.085514,0.137561,0.096473
scratch_tactile_policy,heldout_object,transient_shear_spike,slip_limited_grasp,0,84,0.440476,0.096591,0.449123,0.093935,0.139175,0.103786
scratch_tactile_policy,heldout_object,transient_shear_spike,slip_limited_grasp,1,84,0.500000,0.097131,0.449915,0.092869,0.138468,0.104186
scratch_tactile_policy,heldout_object,transient_shear_spike,slip_limited_grasp,2,84,0.571429,0.097671,0.450707,0.091505,0.137546,0.104586
scratch_tactile_policy,heldout_object,transient_shear_spike,slip_limited_grasp,3,84,0.583333,0.098211,0.451499,0.091630,0.137696,0.104986
scratch_tactile_policy,heldout_object,transient_shear_spike,slip_limited_grasp,4,84,0.607143,0.098751,0.452291,0.091457,0.137631,0.105386
scratch_tactile_policy,heldout_object,transient_shear_spike,slip_limited_grasp,5,84,0.440476,0.099291,0.453083,0.088041,0.140995,0.105786
scratch_tactile_policy,heldout_object,transient_shear_spike,slip_limited_grasp,6,84,0.511905,0.099831,0.453875,0.086677,0.140074,0.098181
scratch_tactile_policy,heldout_object,transient_shear_spike,peg_in_hole_contact_search,0,84,0.476190,0.089657,0.417658,0.086193,0.137133,0.105383
scratch_tactile_policy,heldout_object,transient_shear_spike,peg_in_hole_contact_search,1,84,0.464286,0.090245,0.418522,0.086949,0.137743,0.097812
scratch_tactile_policy,heldout_object,transient_shear_spike,peg_in_hole_contact_search,2,84,0.571429,0.090833,0.419386,0.084730,0.136210,0.098245
scratch_tactile_policy,heldout_object,transient_shear_spike,peg_in_hole_contact_search,3,84,0.559524,0.091421,0.420250,0.085486,0.136821,0.098678
scratch_tactile_policy,heldout_object,transient_shear_spike,peg_in_hole_contact_search,4,84,0.440476,0.092009,0.421114,0.088921,0.139359,0.099111
scratch_tactile_policy,heldout_object,transient_shear_spike,peg_in_hole_contact_search,5,84,0.476190,0.092597,0.421978,0.088487,0.139113,0.099544
scratch_tactile_policy,heldout_object,transient_shear_spike,peg_in_hole_contact_search,6,84,0.488095,0.093185,0.422842,0.088648,0.139294,0.099977
scratch_tactile_policy,heldout_object,transient_shear_spike,cloth_edge_pull,0,84,0.500000,0.089535,0.449378,0.092277,0.140032,0.105471
scratch_tactile_policy,heldout_object,transient_shear_spike,cloth_edge_pull,1,84,0.547619,0.090057,0.450143,0.091495,0.139527,0.097854
scratch_tactile_policy,heldout_object,transient_shear_spike,cloth_edge_pull,2,84,0.500000,0.090579,0.450908,0.093094,0.140736,0.098242
scratch_tactile_policy,heldout_object,transient_shear_spike,cloth_edge_pull,3,84,0.452381,0.091101,0.451673,0.094693,0.141945,0.098629
scratch_tactile_policy,heldout_object,transient_shear_spike,cloth_edge_pull,4,84,0.464286,0.091623,0.452438,0.086799,0.142083,0.099017
scratch_tactile_policy,heldout_object,transient_shear_spike,cloth_edge_pull,5,84,0.464286,0.092145,0.453203,0.087207,0.142435,0.099404
scratch_tactile_policy,heldout_object,transient_shear_spike,cloth_edge_pull,6,84,0.511905,0.092667,0.453968,0.086425,0.141930,0.099791
scratch_tactile_policy,heldout_object,transient_shear_spike,cable_threading,0,84,0.452381,0.100019,0.452469,0.093212,0.139737,0.103826
scratch_tactile_policy,heldout_object,transient_shear_spike,cable_threading,1,84,0.476190,0.100541,0.453234,0.093025,0.139661,0.104214
scratch_tactile_policy,heldout_object,transient_shear_spike,cable_threading,2,84,0.428571,0.089057,0.453999,0.093423,0.140870,0.104337
scratch_tactile_policy,heldout_object,transient_shear_spike,cable_threading,3,84,0.488095,0.089579,0.454764,0.092344,0.140150,0.104724
scratch_tactile_policy,heldout_object,transient_shear_spike,cable_threading,4,84,0.333333,0.090101,0.455529,0.096621,0.143288,0.105112
scratch_tactile_policy,heldout_object,transient_shear_spike,cable_threading,5,84,0.464286,0.090623,0.456294,0.093755,0.141283,0.105499
scratch_tactile_policy,heldout_object,transient_shear_spike,cable_threading,6,84,0.523810,0.091145,0.457059,0.092675,0.140563,0.097883
scratch_tactile_policy,heldout_object,transient_shear_spike,lid_twist_force_control,0,84,0.523810,0.098359,0.412000,0.089641,0.141067,0.104412
scratch_tactile_policy,heldout_object,transient_shear_spike,lid_twist_force_control,1,84,0.547619,0.098929,0.412837,0.089490,0.141023,0.104832
scratch_tactile_policy,heldout_object,transient_shear_spike,lid_twist_force_control,2,84,0.559524,0.099499,0.413674,0.089638,0.141193,0.105253
scratch_tactile_policy,heldout_object,transient_shear_spike,lid_twist_force_control,3,84,0.619048,0.100069,0.414511,0.088595,0.140505,0.105673
scratch_tactile_policy,heldout_object,transient_shear_spike,lid_twist_force_control,4,84,0.452381,0.100639,0.415348,0.093206,0.143889,0.098090
scratch_tactile_policy,heldout_object,transient_shear_spike,lid_twist_force_control,5,84,0.630952,0.089203,0.416185,0.087987,0.141059,0.098246
scratch_tactile_policy,heldout_object,transient_shear_spike,lid_twist_force_control,6,84,0.547619,0.089773,0.417022,0.090515,0.142943,0.098667
scratch_tactile_policy,heldout_object,compound_contact_shift,slip_limited_grasp,0,84,0.488095,0.103951,0.435318,0.097125,0.139306,0.107152
scratch_tactile_policy,heldout_object,compound_contact_shift,slip_limited_grasp,1,84,0.500000,0.104497,0.436119,0.097254,0.139460,0.107556
scratch_tactile_policy,heldout_object,compound_contact_shift,slip_limited_grasp,2,84,0.404762,0.105043,0.436920,0.100061,0.141542,0.107960
scratch_tactile_policy,heldout_object,compound_contact_shift,slip_limited_grasp,3,84,0.523810,0.105589,0.437721,0.097512,0.139767,0.108364
scratch_tactile_policy,heldout_object,compound_contact_shift,slip_limited_grasp,4,84,0.523810,0.106135,0.438522,0.097938,0.140135,0.100764
scratch_tactile_policy,heldout_object,compound_contact_shift,slip_limited_grasp,5,84,0.523810,0.106681,0.439323,0.098365,0.140503,0.101168
scratch_tactile_policy,heldout_object,compound_contact_shift,slip_limited_grasp,6,84,0.285714,0.107227,0.440124,0.104744,0.145157,0.101572
scratch_tactile_policy,heldout_object,compound_contact_shift,peg_in_hole_contact_search,0,84,0.345238,0.101805,0.411035,0.097518,0.143670,0.104043
scratch_tactile_policy,heldout_object,compound_contact_shift,peg_in_hole_contact_search,1,84,0.583333,0.102399,0.411908,0.092029,0.139784,0.104480
scratch_tactile_policy,heldout_object,compound_contact_shift,peg_in_hole_contact_search,2,84,0.523810,0.102993,0.412781,0.093980,0.141255,0.104917
scratch_tactile_policy,heldout_object,compound_contact_shift,peg_in_hole_contact_search,3,84,0.440476,0.103587,0.413654,0.096527,0.143155,0.105354
scratch_tactile_policy,heldout_object,compound_contact_shift,peg_in_hole_contact_search,4,84,0.511905,0.104181,0.414527,0.095205,0.142270,0.105791
scratch_tactile_policy,heldout_object,compound_contact_shift,peg_in_hole_contact_search,5,84,0.392857,0.104775,0.415400,0.098644,0.144813,0.106228
scratch_tactile_policy,heldout_object,compound_contact_shift,peg_in_hole_contact_search,6,84,0.428571,0.105369,0.416273,0.098215,0.144570,0.106665
scratch_tactile_policy,heldout_object,compound_contact_shift,cloth_edge_pull,0,84,0.511905,0.106879,0.450549,0.096010,0.139458,0.107708
scratch_tactile_policy,heldout_object,compound_contact_shift,cloth_edge_pull,1,84,0.416667,0.107407,0.451323,0.098804,0.141528,0.108100
scratch_tactile_policy,heldout_object,compound_contact_shift,cloth_edge_pull,2,84,0.476190,0.107935,0.452097,0.097729,0.140813,0.108491
scratch_tactile_policy,heldout_object,compound_contact_shift,cloth_edge_pull,3,84,0.452381,0.108463,0.452871,0.098737,0.141597,0.100879
scratch_tactile_policy,heldout_object,compound_contact_shift,cloth_edge_pull,4,84,0.333333,0.108991,0.453645,0.102126,0.144096,0.101271
scratch_tactile_policy,heldout_object,compound_contact_shift,cloth_edge_pull,5,84,0.464286,0.109519,0.436410,0.099265,0.142095,0.101662
scratch_tactile_policy,heldout_object,compound_contact_shift,cloth_edge_pull,6,84,0.476190,0.110047,0.437184,0.099380,0.142237,0.102054
scratch_tactile_policy,heldout_object,compound_contact_shift,cable_threading,0,84,0.488095,0.105177,0.453370,0.095011,0.146618,0.105676
scratch_tactile_policy,heldout_object,compound_contact_shift,cable_threading,1,84,0.380952,0.105705,0.454144,0.098103,0.148903,0.106067
scratch_tactile_policy,heldout_object,compound_contact_shift,cable_threading,2,84,0.380952,0.106233,0.454918,0.098516,0.141255,0.106459
scratch_tactile_policy,heldout_object,compound_contact_shift,cable_threading,3,84,0.428571,0.106761,0.455692,0.097738,0.140754,0.106850
scratch_tactile_policy,heldout_object,compound_contact_shift,cable_threading,4,84,0.404762,0.107289,0.456466,0.098746,0.141538,0.107242
scratch_tactile_policy,heldout_object,compound_contact_shift,cable_threading,5,84,0.500000,0.107817,0.457240,0.096778,0.140180,0.107634
scratch_tactile_policy,heldout_object,compound_contact_shift,cable_threading,6,84,0.416667,0.108345,0.458014,0.099274,0.142036,0.108025
scratch_tactile_policy,heldout_object,compound_contact_shift,lid_twist_force_control,0,84,0.500000,0.109020,0.403145,0.097146,0.144684,0.102046
scratch_tactile_policy,heldout_object,compound_contact_shift,lid_twist_force_control,1,84,0.440476,0.109596,0.403991,0.099084,0.146143,0.102471
scratch_tactile_policy,heldout_object,compound_contact_shift,lid_twist_force_control,2,84,0.488095,0.110172,0.404837,0.098343,0.145674,0.102895
scratch_tactile_policy,heldout_object,compound_contact_shift,lid_twist_force_control,3,84,0.464286,0.110748,0.405683,0.099388,0.146491,0.103320
scratch_tactile_policy,heldout_object,compound_contact_shift,lid_twist_force_control,4,84,0.440476,0.111324,0.406529,0.100432,0.147307,0.103745
scratch_tactile_policy,heldout_object,compound_contact_shift,lid_twist_force_control,5,84,0.404762,0.099894,0.407375,0.100574,0.148338,0.103905
scratch_tactile_policy,heldout_object,compound_contact_shift,lid_twist_force_control,6,84,0.488095,0.100470,0.408221,0.098941,0.139222,0.104330
scratch_tactile_policy,heldout_material,source_matched,slip_limited_grasp,0,84,0.619048,0.067431,0.465775,0.074703,0.133064,0.095538
scratch_tactile_policy,heldout_material,source_matched,slip_limited_grasp,1,84,0.630952,0.067941,0.466522,0.074804,0.133193,0.095917
scratch_tactile_policy,heldout_material,source_matched,slip_limited_grasp,2,84,0.523810,0.068451,0.467269,0.077882,0.135466,0.096296
scratch_tactile_policy,heldout_material,source_matched,slip_limited_grasp,3,84,0.607143,0.068961,0.468016,0.076197,0.134310,0.096676
scratch_tactile_policy,heldout_material,source_matched,slip_limited_grasp,4,84,0.523810,0.069471,0.468763,0.078680,0.136154,0.097055
scratch_tactile_policy,heldout_material,source_matched,slip_limited_grasp,5,84,0.535714,0.069981,0.469510,0.070777,0.136284,0.097434
scratch_tactile_policy,heldout_material,source_matched,slip_limited_grasp,6,84,0.476190,0.070491,0.470257,0.072664,0.137699,0.097813
scratch_tactile_policy,heldout_material,source_matched,peg_in_hole_contact_search,0,84,0.571429,0.072471,0.434493,0.070289,0.132524,0.097406
scratch_tactile_policy,heldout_material,source_matched,peg_in_hole_contact_search,1,84,0.404762,0.073029,0.435312,0.074892,0.135900,0.097818
scratch_tactile_policy,heldout_material,source_matched,peg_in_hole_contact_search,2,84,0.523810,0.073587,0.436131,0.072351,0.134133,0.098231
scratch_tactile_policy,heldout_material,source_matched,peg_in_hole_contact_search,3,84,0.488095,0.074145,0.436950,0.073680,0.135152,0.098643
scratch_tactile_policy,heldout_material,source_matched,peg_in_hole_contact_search,4,84,0.607143,0.074703,0.437769,0.071140,0.133385,0.099055
scratch_tactile_policy,heldout_material,source_matched,peg_in_hole_contact_search,5,84,0.535714,0.075261,0.438588,0.073361,0.135047,0.099468
scratch_tactile_policy,heldout_material,source_matched,peg_in_hole_contact_search,6,84,0.559524,0.075819,0.439407,0.073202,0.134994,0.099880
scratch_tactile_policy,heldout_material,source_matched,cloth_edge_pull,0,84,0.535714,0.070566,0.463125,0.076372,0.135263,0.096214
scratch_tactile_policy,heldout_material,source_matched,cloth_edge_pull,1,84,0.464286,0.071058,0.463845,0.078543,0.136880,0.096581
scratch_tactile_policy,heldout_material,source_matched,cloth_edge_pull,2,84,0.547619,0.071550,0.464565,0.076845,0.135712,0.096948
scratch_tactile_policy,heldout_material,source_matched,cloth_edge_pull,3,84,0.452381,0.072042,0.465285,0.079611,0.137759,0.097315
scratch_tactile_policy,heldout_material,source_matched,cloth_edge_pull,4,84,0.404762,0.072534,0.466005,0.081186,0.138948,0.097682
scratch_tactile_policy,heldout_material,source_matched,cloth_edge_pull,5,84,0.404762,0.073026,0.466725,0.081572,0.139280,0.098048
scratch_tactile_policy,heldout_material,source_matched,cloth_edge_pull,6,84,0.452381,0.073518,0.467445,0.080766,0.138755,0.098415
scratch_tactile_policy,heldout_material,source_matched,cable_threading,0,84,0.476190,0.070004,0.467523,0.077100,0.135808,0.094950
scratch_tactile_policy,heldout_material,source_matched,cable_threading,1,84,0.607143,0.070496,0.468243,0.074211,0.133783,0.095317
scratch_tactile_policy,heldout_material,source_matched,cable_threading,2,84,0.488095,0.070988,0.468963,0.077572,0.136257,0.095683
scratch_tactile_policy,heldout_material,source_matched,cable_threading,3,84,0.571429,0.071480,0.469683,0.075874,0.135089,0.096050
scratch_tactile_policy,heldout_material,source_matched,cable_threading,4,84,0.440476,0.071972,0.470403,0.079533,0.137779,0.096417
scratch_tactile_policy,heldout_material,source_matched,cable_threading,5,84,0.428571,0.072464,0.471123,0.080216,0.138325,0.096784
scratch_tactile_policy,heldout_material,source_matched,cable_threading,6,84,0.476190,0.072956,0.471843,0.079411,0.137800,0.097151
scratch_tactile_policy,heldout_material,source_matched,lid_twist_force_control,0,84,0.464286,0.076667,0.439952,0.074112,0.136226,0.093314
scratch_tactile_policy,heldout_material,source_matched,lid_twist_force_control,1,84,0.678571,0.065201,0.440744,0.067976,0.132733,0.093450
scratch_tactile_policy,heldout_material,source_matched,lid_twist_force_control,2,84,0.452381,0.065741,0.423527,0.074053,0.137168,0.093850
scratch_tactile_policy,heldout_material,source_matched,lid_twist_force_control,3,84,0.571429,0.066281,0.424319,0.071498,0.135389,0.094250
scratch_tactile_policy,heldout_material,source_matched,lid_twist_force_control,4,84,0.595238,0.066821,0.425111,0.071325,0.135325,0.094650
scratch_tactile_policy,heldout_material,source_matched,lid_twist_force_control,5,84,0.511905,0.067361,0.425903,0.073830,0.137189,0.095050
scratch_tactile_policy,heldout_material,source_matched,lid_twist_force_control,6,84,0.666667,0.067901,0.426695,0.070383,0.134767,0.095449
scratch_tactile_policy,heldout_material,low_friction,slip_limited_grasp,0,84,0.571429,0.083503,0.445948,0.083485,0.138357,0.103580
scratch_tactile_policy,heldout_material,low_friction,slip_limited_grasp,1,84,0.511905,0.084001,0.446677,0.085363,0.139764,0.103951
scratch_tactile_policy,heldout_material,low_friction,slip_limited_grasp,2,84,0.535714,0.084499,0.447406,0.085157,0.139672,0.096318
scratch_tactile_policy,heldout_material,low_friction,slip_limited_grasp,3,84,0.511905,0.084997,0.448135,0.086142,0.140436,0.096689
scratch_tactile_policy,heldout_material,low_friction,slip_limited_grasp,4,84,0.488095,0.085495,0.448864,0.087127,0.141201,0.097059
scratch_tactile_policy,heldout_material,low_friction,slip_limited_grasp,5,84,0.559524,0.085993,0.449593,0.077727,0.140251,0.097430
scratch_tactile_policy,heldout_material,low_friction,slip_limited_grasp,6,84,0.547619,0.086491,0.450322,0.078415,0.140801,0.097801
scratch_tactile_policy,heldout_material,low_friction,peg_in_hole_contact_search,0,84,0.511905,0.078968,0.436320,0.080031,0.139651,0.098853
scratch_tactile_policy,heldout_material,low_friction,peg_in_hole_contact_search,1,84,0.476190,0.079514,0.437121,0.081351,0.140662,0.099257
scratch_tactile_policy,heldout_material,low_friction,peg_in_hole_contact_search,2,84,0.464286,0.080060,0.419913,0.082075,0.141244,0.099661
scratch_tactile_policy,heldout_material,low_friction,peg_in_hole_contact_search,3,84,0.547619,0.080606,0.420714,0.080418,0.140112,0.100065
scratch_tactile_policy,heldout_material,low_friction,peg_in_hole_contact_search,4,84,0.523810,0.081152,0.421515,0.081440,0.140909,0.100469
scratch_tactile_policy,heldout_material,low_friction,peg_in_hole_contact_search,5,84,0.535714,0.081698,0.422316,0.081569,0.141063,0.100873
scratch_tactile_policy,heldout_material,low_friction,peg_in_hole_contact_search,6,84,0.464286,0.082244,0.423117,0.083781,0.142716,0.101277
scratch_tactile_policy,heldout_material,low_friction,cloth_edge_pull,0,84,0.523810,0.090683,0.449364,0.079357,0.134605,0.099037
scratch_tactile_policy,heldout_material,low_friction,cloth_edge_pull,1,84,0.464286,0.079157,0.450066,0.080021,0.136000,0.099131
scratch_tactile_policy,heldout_material,low_friction,cloth_edge_pull,2,84,0.476190,0.079637,0.450768,0.080099,0.136110,0.099490
scratch_tactile_policy,heldout_material,low_friction,cloth_edge_pull,3,84,0.464286,0.080117,0.451470,0.080773,0.136648,0.099848
scratch_tactile_policy,heldout_material,low_friction,cloth_edge_pull,4,84,0.511905,0.080597,0.452172,0.079958,0.136115,0.100207
scratch_tactile_policy,heldout_material,low_friction,cloth_edge_pull,5,84,0.452381,0.081077,0.452874,0.081822,0.137511,0.100566
