split,regime,task,seed,episodes,success_rate,harmful_transfer_rate,tactile_event_f1,damage_rate,query_cost,calibration_error,ablation,interpretation
combined_stress,source_matched,cloth_edge_pull,2,84,0.666667,0.088915,0.585766,0.071181,0.225864,0.076467,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,source_matched,cloth_edge_pull,3,84,0.702381,0.089425,0.586513,0.070687,0.225565,0.076847,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,source_matched,cloth_edge_pull,4,84,0.571429,0.089935,0.587260,0.074360,0.228266,0.077226,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,source_matched,cloth_edge_pull,5,84,0.595238,0.090445,0.588007,0.074164,0.228182,0.077605,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,source_matched,cloth_edge_pull,6,84,0.523810,0.090955,0.588754,0.068344,0.229811,0.077984,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,source_matched,cable_threading,0,84,0.500000,0.086954,0.587741,0.073391,0.227360,0.074139,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,source_matched,cable_threading,1,84,0.500000,0.087464,0.588488,0.073790,0.227704,0.074519,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,source_matched,cable_threading,2,84,0.642857,0.087974,0.589235,0.070618,0.225477,0.074898,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,source_matched,cable_threading,3,84,0.607143,0.088484,0.589982,0.071910,0.226463,0.075277,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,source_matched,cable_threading,4,84,0.678571,0.088994,0.590729,0.070523,0.225522,0.075656,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,source_matched,cable_threading,5,84,0.690476,0.089504,0.591476,0.070624,0.225651,0.076035,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,source_matched,cable_threading,6,84,0.452381,0.090014,0.592223,0.076976,0.230281,0.076415,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,source_matched,lid_twist_force_control,0,84,0.690476,0.085608,0.549285,0.067543,0.226915,0.075130,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,source_matched,lid_twist_force_control,1,84,0.690476,0.086166,0.550104,0.067979,0.227291,0.075542,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,source_matched,lid_twist_force_control,2,84,0.666667,0.086724,0.550923,0.069010,0.228096,0.075954,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,source_matched,lid_twist_force_control,3,84,0.761905,0.087282,0.551742,0.067065,0.226758,0.076367,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,source_matched,lid_twist_force_control,4,84,0.714286,0.087840,0.552561,0.068691,0.219987,0.076779,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,source_matched,lid_twist_force_control,5,84,0.630952,0.088398,0.553380,0.071210,0.221863,0.077191,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,source_matched,lid_twist_force_control,6,84,0.678571,0.088956,0.554199,0.070455,0.221382,0.077603,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,slip_limited_grasp,0,84,0.666667,0.104659,0.571418,0.072615,0.230664,0.076915,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,slip_limited_grasp,1,84,0.666667,0.105175,0.572174,0.073019,0.231012,0.077299,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,slip_limited_grasp,2,84,0.702381,0.105691,0.572930,0.072530,0.230717,0.077682,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,slip_limited_grasp,3,84,0.607143,0.106207,0.573686,0.075314,0.232779,0.078065,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,slip_limited_grasp,4,84,0.702381,0.106723,0.574442,0.073337,0.231413,0.078449,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,slip_limited_grasp,5,84,0.642857,0.107239,0.575198,0.075228,0.224829,0.078832,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,slip_limited_grasp,6,84,0.607143,0.107755,0.557945,0.076525,0.225819,0.079215,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,peg_in_hole_contact_search,0,84,0.666667,0.102200,0.547527,0.077457,0.224332,0.081700,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,peg_in_hole_contact_search,1,84,0.619048,0.102764,0.548355,0.079088,0.225569,0.082116,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,peg_in_hole_contact_search,2,84,0.642857,0.103328,0.549183,0.078933,0.225521,0.082532,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,peg_in_hole_contact_search,3,84,0.654762,0.103892,0.550011,0.079076,0.225686,0.082949,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,peg_in_hole_contact_search,4,84,0.630952,0.104456,0.550839,0.080112,0.226495,0.083365,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,peg_in_hole_contact_search,5,84,0.630952,0.105020,0.533658,0.080552,0.226875,0.083782,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,peg_in_hole_contact_search,6,84,0.607143,0.105584,0.534486,0.073584,0.227683,0.084198,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,cloth_edge_pull,0,84,0.559524,0.105994,0.565570,0.081355,0.232041,0.084295,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,cloth_edge_pull,1,84,0.500000,0.106492,0.566299,0.083233,0.233448,0.084666,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,cloth_edge_pull,2,84,0.619048,0.106990,0.567028,0.080647,0.231641,0.077033,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,cloth_edge_pull,3,84,0.714286,0.107488,0.567757,0.078656,0.230263,0.077404,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,cloth_edge_pull,4,84,0.595238,0.107986,0.568486,0.074018,0.232742,0.077775,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,cloth_edge_pull,5,84,0.642857,0.108484,0.569215,0.073217,0.232221,0.078146,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,cloth_edge_pull,6,84,0.571429,0.108982,0.569944,0.075392,0.233842,0.078517,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,cable_threading,0,84,0.428571,0.105412,0.569579,0.083747,0.233822,0.082973,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,cable_threading,1,84,0.607143,0.105910,0.570308,0.079672,0.230943,0.083344,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,cable_threading,2,84,0.511905,0.106408,0.571037,0.082443,0.232994,0.083715,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,cable_threading,3,84,0.583333,0.106906,0.571766,0.081047,0.232044,0.084086,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,cable_threading,4,84,0.547619,0.107404,0.572495,0.082330,0.233023,0.084457,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,cable_threading,5,84,0.476190,0.107902,0.573224,0.084505,0.234645,0.084828,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,cable_threading,6,84,0.500000,0.108400,0.573953,0.084300,0.234552,0.077195,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,lid_twist_force_control,0,84,0.547619,0.105069,0.532626,0.080452,0.227327,0.076650,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,lid_twist_force_control,1,84,0.607143,0.105615,0.533427,0.079391,0.226623,0.077054,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,lid_twist_force_control,2,84,0.642857,0.106161,0.534228,0.078925,0.226349,0.077458,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,lid_twist_force_control,3,84,0.547619,0.106707,0.535029,0.081732,0.228431,0.077862,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,lid_twist_force_control,4,84,0.595238,0.107253,0.535830,0.080968,0.227942,0.078266,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,lid_twist_force_control,5,84,0.690476,0.107799,0.536631,0.079014,0.226595,0.078670,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,low_friction,lid_twist_force_control,6,84,0.690476,0.108345,0.537432,0.079441,0.226963,0.079074,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,slip_limited_grasp,0,84,0.750000,0.106940,0.561681,0.073408,0.230372,0.085153,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,slip_limited_grasp,1,84,0.595238,0.107474,0.562464,0.077694,0.233518,0.085549,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,slip_limited_grasp,2,84,0.642857,0.108008,0.563247,0.076921,0.233021,0.077941,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,slip_limited_grasp,3,84,0.583333,0.108542,0.564030,0.078827,0.234452,0.078337,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,slip_limited_grasp,4,84,0.583333,0.109076,0.564813,0.079244,0.234812,0.078732,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,slip_limited_grasp,5,84,0.666667,0.109610,0.565596,0.077578,0.225668,0.079128,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,slip_limited_grasp,6,84,0.666667,0.110144,0.566379,0.077996,0.226028,0.079524,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,peg_in_hole_contact_search,0,84,0.595238,0.106839,0.541327,0.075923,0.228398,0.083558,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,peg_in_hole_contact_search,1,84,0.559524,0.107421,0.542182,0.077270,0.229433,0.083986,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,peg_in_hole_contact_search,2,84,0.619048,0.108003,0.543037,0.076236,0.228753,0.084415,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,peg_in_hole_contact_search,3,84,0.595238,0.108585,0.543892,0.077286,0.229574,0.084844,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,peg_in_hole_contact_search,4,84,0.678571,0.109167,0.544747,0.075656,0.228466,0.085273,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,peg_in_hole_contact_search,5,84,0.642857,0.109749,0.545602,0.077003,0.229501,0.077698,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,peg_in_hole_contact_search,6,84,0.559524,0.110331,0.546457,0.079541,0.231393,0.078126,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,cloth_edge_pull,0,84,0.535714,0.114215,0.564743,0.081377,0.229633,0.080616,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,cloth_edge_pull,1,84,0.654762,0.114731,0.565499,0.078804,0.227838,0.080999,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,cloth_edge_pull,2,84,0.607143,0.115247,0.566255,0.080398,0.229043,0.081383,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,cloth_edge_pull,3,84,0.452381,0.115763,0.567011,0.084671,0.232177,0.081766,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,cloth_edge_pull,4,84,0.619048,0.104273,0.567767,0.079707,0.229525,0.081885,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,cloth_edge_pull,5,84,0.571429,0.104789,0.568523,0.081301,0.230730,0.082269,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,cloth_edge_pull,6,84,0.464286,0.105305,0.569279,0.084383,0.233007,0.082652,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,cable_threading,0,84,0.654762,0.113093,0.567942,0.077104,0.226554,0.078922,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,cable_threading,1,84,0.547619,0.113609,0.568698,0.080186,0.228831,0.079306,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,cable_threading,2,84,0.642857,0.114125,0.569454,0.078209,0.227465,0.079689,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,cable_threading,3,84,0.511905,0.114641,0.570210,0.081886,0.230170,0.080073,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,cable_threading,4,84,0.511905,0.115157,0.570966,0.082290,0.230518,0.080456,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,cable_threading,5,84,0.535714,0.115673,0.571722,0.082098,0.230437,0.080839,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,cable_threading,6,84,0.559524,0.116189,0.572478,0.081907,0.230357,0.081223,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,lid_twist_force_control,0,84,0.523810,0.105244,0.537739,0.082309,0.235563,0.083438,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,lid_twist_force_control,1,84,0.630952,0.105808,0.538567,0.080071,0.226011,0.083854,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,lid_twist_force_control,2,84,0.750000,0.106372,0.539395,0.077535,0.224248,0.084271,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,lid_twist_force_control,3,84,0.583333,0.106936,0.540223,0.082142,0.227628,0.084687,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,lid_twist_force_control,4,84,0.630952,0.107500,0.541051,0.081392,0.227151,0.085103,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,lid_twist_force_control,5,84,0.619048,0.108064,0.541879,0.082130,0.227745,0.077516,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,soft_compliance,lid_twist_force_control,6,84,0.559524,0.108628,0.542707,0.084059,0.229197,0.077932,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,slip_limited_grasp,0,84,0.666667,0.119439,0.560851,0.084661,0.228668,0.085184,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,slip_limited_grasp,1,84,0.595238,0.119979,0.561643,0.086869,0.230318,0.085584,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,slip_limited_grasp,2,84,0.607143,0.120519,0.562435,0.086993,0.230467,0.085984,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,slip_limited_grasp,3,84,0.619048,0.121059,0.563227,0.087118,0.230617,0.086384,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,slip_limited_grasp,4,84,0.571429,0.121599,0.564019,0.088730,0.231838,0.086784,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,slip_limited_grasp,5,84,0.571429,0.122139,0.564811,0.089152,0.232202,0.087184,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,slip_limited_grasp,6,84,0.571429,0.122679,0.565603,0.081570,0.232566,0.079580,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,peg_in_hole_contact_search,0,84,0.583333,0.112120,0.529670,0.087861,0.228600,0.086622,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,peg_in_hole_contact_search,1,84,0.607143,0.112708,0.530534,0.079720,0.228567,0.079051,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,peg_in_hole_contact_search,2,84,0.607143,0.113296,0.531398,0.080179,0.228963,0.079484,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,peg_in_hole_contact_search,3,84,0.619048,0.113884,0.532262,0.080340,0.229145,0.079917,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,peg_in_hole_contact_search,4,84,0.595238,0.114472,0.533126,0.081394,0.229970,0.080350,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,peg_in_hole_contact_search,5,84,0.690476,0.115060,0.533990,0.079472,0.228651,0.080783,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,peg_in_hole_contact_search,6,84,0.642857,0.115648,0.534854,0.081121,0.229905,0.081215,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,cloth_edge_pull,0,84,0.547619,0.124691,0.560880,0.088699,0.232871,0.087258,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,cloth_edge_pull,1,84,0.547619,0.113207,0.561645,0.087906,0.233223,0.079378,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,cloth_edge_pull,2,84,0.595238,0.113729,0.562410,0.087124,0.232718,0.079765,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,cloth_edge_pull,3,84,0.523810,0.114251,0.563175,0.089318,0.234355,0.080153,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,cloth_edge_pull,4,84,0.595238,0.114773,0.563940,0.087940,0.233422,0.080540,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,cloth_edge_pull,5,84,0.571429,0.115295,0.564705,0.080940,0.234202,0.080928,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,cloth_edge_pull,6,84,0.642857,0.115817,0.565470,0.079562,0.233269,0.081315,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,cable_threading,0,84,0.654762,0.123390,0.563809,0.084586,0.229886,0.085441,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,cable_threading,1,84,0.583333,0.123912,0.564574,0.086780,0.231524,0.085828,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,cable_threading,2,84,0.511905,0.124434,0.565339,0.088974,0.233162,0.086216,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,cable_threading,3,84,0.642857,0.124956,0.566104,0.086108,0.231157,0.086603,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,cable_threading,4,84,0.511905,0.113472,0.566869,0.088590,0.233866,0.086727,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,cable_threading,5,84,0.630952,0.113994,0.567634,0.086022,0.232075,0.087114,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,cable_threading,6,84,0.583333,0.114516,0.568399,0.087620,0.233284,0.079498,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,lid_twist_force_control,0,84,0.571429,0.121042,0.523850,0.084814,0.233702,0.085741,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,lid_twist_force_control,1,84,0.523810,0.121612,0.524687,0.086450,0.234943,0.086162,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,lid_twist_force_control,2,84,0.547619,0.122182,0.525524,0.086300,0.234899,0.086582,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,lid_twist_force_control,3,84,0.630952,0.122752,0.526361,0.084661,0.233783,0.087003,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,lid_twist_force_control,4,84,0.595238,0.123322,0.527198,0.085999,0.234810,0.079419,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,lid_twist_force_control,5,84,0.690476,0.123892,0.528035,0.084063,0.233479,0.079840,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,texture_aliasing,lid_twist_force_control,6,84,0.690476,0.112456,0.528872,0.083308,0.233863,0.079996,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,slip_limited_grasp,0,84,0.619048,0.120518,0.555196,0.080216,0.235897,0.083492,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,slip_limited_grasp,1,84,0.642857,0.121022,0.555934,0.080015,0.235809,0.083867,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,slip_limited_grasp,2,84,0.547619,0.121526,0.556672,0.082790,0.229859,0.084242,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,slip_limited_grasp,3,84,0.595238,0.122030,0.557410,0.081994,0.229342,0.084617,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,slip_limited_grasp,4,84,0.642857,0.122534,0.558148,0.081198,0.228825,0.084993,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,slip_limited_grasp,5,84,0.571429,0.123038,0.558886,0.083378,0.230450,0.085368,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,slip_limited_grasp,6,84,0.619048,0.123542,0.559624,0.082582,0.229933,0.085743,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,peg_in_hole_contact_search,0,84,0.630952,0.120489,0.534950,0.086623,0.230971,0.081946,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,peg_in_hole_contact_search,1,84,0.666667,0.121041,0.535760,0.078157,0.230700,0.082354,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,peg_in_hole_contact_search,2,84,0.547619,0.121593,0.536570,0.081565,0.233215,0.082762,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,peg_in_hole_contact_search,3,84,0.738095,0.122145,0.537380,0.077234,0.230158,0.083170,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,peg_in_hole_contact_search,4,84,0.642857,0.122697,0.538190,0.080046,0.232245,0.083579,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,peg_in_hole_contact_search,5,84,0.690476,0.123249,0.539000,0.079287,0.231759,0.083987,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,peg_in_hole_contact_search,6,84,0.547619,0.123801,0.539810,0.083290,0.234703,0.084395,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,cloth_edge_pull,0,84,0.547619,0.113891,0.555414,0.081959,0.231323,0.085389,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,cloth_edge_pull,1,84,0.559524,0.114377,0.556125,0.082042,0.231437,0.085751,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,cloth_edge_pull,2,84,0.607143,0.114863,0.556836,0.081232,0.230907,0.086114,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,cloth_edge_pull,3,84,0.535714,0.115349,0.557547,0.083398,0.232521,0.086477,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,cloth_edge_pull,4,84,0.559524,0.115835,0.558258,0.083183,0.232421,0.086840,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,cloth_edge_pull,5,84,0.559524,0.116321,0.558969,0.083564,0.232749,0.087202,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,cloth_edge_pull,6,84,0.488095,0.116807,0.559680,0.085730,0.234362,0.087565,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,cable_threading,0,84,0.630952,0.113669,0.559963,0.079269,0.229487,0.084315,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,cable_threading,1,84,0.523810,0.114155,0.560674,0.082328,0.231743,0.084678,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,cable_threading,2,84,0.511905,0.114641,0.561385,0.083006,0.232286,0.085041,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,cable_threading,3,84,0.523810,0.115127,0.562096,0.083089,0.232399,0.085403,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,cable_threading,4,84,0.678571,0.115613,0.562807,0.079601,0.229942,0.085766,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,cable_threading,5,84,0.630952,0.116099,0.563518,0.081172,0.231127,0.086129,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,cable_threading,6,84,0.642857,0.116585,0.564229,0.081255,0.231241,0.086491,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,lid_twist_force_control,0,84,0.690476,0.114327,0.524513,0.078231,0.232735,0.086686,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,lid_twist_force_control,1,84,0.559524,0.114861,0.525296,0.081922,0.235453,0.087081,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,lid_twist_force_control,2,84,0.583333,0.115395,0.526079,0.081744,0.235384,0.087477,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,lid_twist_force_control,3,84,0.488095,0.115929,0.526862,0.084543,0.237458,0.079869,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,lid_twist_force_control,4,84,0.630952,0.116463,0.527645,0.081389,0.235247,0.080265,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
combined_stress,taxel_bias,lid_twist_force_control,5,84,0.583333,0.116997,0.528428,0.082996,0.236464,0.080660,minus_action_critical_mask,"uses all tactile channels, including non-action-critical ones"
