method,split,seed,n,stress,mismatch,action_criticality,clean_retention,success,utility,deploy_utility,harmful_transfer_rate,tactile_event_f1,damage_rate,query_cost,regret,calibration_ece,risk_score
domain_adversarial_tactile_transfer,friction_compliance_shift,0,80,0.58,0.26869,0.66551,0.733584,0.649917,0.49738,0.49738,0.084145,0.5899,0.070078,0.124063,0.059883,0.136314,0.085764
domain_adversarial_tactile_transfer,friction_compliance_shift,1,80,0.58,0.26869,0.66551,0.733584,0.650729,0.49796,0.49796,0.08406,0.590096,0.070383,0.124117,0.059869,0.136627,0.085905
domain_adversarial_tactile_transfer,friction_compliance_shift,2,80,0.58,0.26869,0.66551,0.733584,0.650657,0.497721,0.497721,0.084669,0.588477,0.070163,0.124365,0.060201,0.135747,0.085904
domain_adversarial_tactile_transfer,friction_compliance_shift,3,80,0.58,0.26869,0.66551,0.733584,0.651806,0.498527,0.498527,0.084249,0.590303,0.070836,0.124669,0.060199,0.135478,0.085968
domain_adversarial_tactile_transfer,friction_compliance_shift,4,80,0.58,0.26869,0.66551,0.733584,0.650089,0.497669,0.497669,0.083694,0.589933,0.070176,0.124618,0.05959,0.136187,0.085596
domain_adversarial_tactile_transfer,friction_compliance_shift,5,80,0.58,0.26869,0.66551,0.733584,0.651631,0.498838,0.498838,0.083984,0.588867,0.070567,0.12431,0.059863,0.135636,0.085771
domain_adversarial_tactile_transfer,friction_compliance_shift,6,80,0.58,0.26869,0.66551,0.733584,0.651207,0.498204,0.498204,0.084766,0.590979,0.070213,0.124397,0.059934,0.136289,0.086027
domain_adversarial_tactile_transfer,friction_compliance_shift,7,80,0.58,0.26869,0.66551,0.733584,0.651294,0.499418,0.499418,0.083403,0.589912,0.069727,0.123775,0.060083,0.13574,0.085295
domain_adversarial_tactile_transfer,friction_compliance_shift,8,80,0.58,0.26869,0.66551,0.733584,0.651192,0.497784,0.497784,0.084583,0.590519,0.070824,0.124307,0.060134,0.136212,0.086203
domain_adversarial_tactile_transfer,friction_compliance_shift,9,80,0.58,0.26869,0.66551,0.733584,0.651335,0.498461,0.498461,0.084633,0.588741,0.070096,0.124754,0.059925,0.135807,0.085849
domain_adversarial_tactile_transfer,heldout_geometry,0,80,0.48,0.23744,0.65071,0.737674,0.661577,0.523951,0.523951,0.076843,0.591817,0.058517,0.116432,0.056937,0.132585,0.077922
domain_adversarial_tactile_transfer,heldout_geometry,1,80,0.48,0.23744,0.65071,0.737674,0.661407,0.524134,0.524134,0.077446,0.592602,0.057614,0.116118,0.057117,0.133038,0.077883
domain_adversarial_tactile_transfer,heldout_geometry,2,80,0.48,0.23744,0.65071,0.737674,0.661348,0.524152,0.524152,0.076663,0.593127,0.058108,0.116692,0.056575,0.132686,0.077687
domain_adversarial_tactile_transfer,heldout_geometry,3,80,0.48,0.23744,0.65071,0.737674,0.661736,0.524628,0.524628,0.076623,0.592616,0.057858,0.116358,0.057256,0.132435,0.077602
domain_adversarial_tactile_transfer,heldout_geometry,4,80,0.48,0.23744,0.65071,0.737674,0.661437,0.524235,0.524235,0.077185,0.592481,0.057677,0.116749,0.056793,0.132746,0.077734
domain_adversarial_tactile_transfer,heldout_geometry,5,80,0.48,0.23744,0.65071,0.737674,0.661485,0.52418,0.52418,0.076361,0.592237,0.058374,0.116623,0.056672,0.132947,0.077743
domain_adversarial_tactile_transfer,heldout_geometry,6,80,0.48,0.23744,0.65071,0.737674,0.660795,0.523063,0.523063,0.077232,0.592985,0.0583,0.117041,0.056861,0.13243,0.077936
domain_adversarial_tactile_transfer,heldout_geometry,7,80,0.48,0.23744,0.65071,0.737674,0.660345,0.523477,0.523477,0.076454,0.592904,0.057876,0.116433,0.056571,0.132641,0.07752
domain_adversarial_tactile_transfer,heldout_geometry,8,80,0.48,0.23744,0.65071,0.737674,0.662427,0.526545,0.526545,0.075794,0.593099,0.057148,0.116206,0.056386,0.132297,0.076938
domain_adversarial_tactile_transfer,heldout_geometry,9,80,0.48,0.23744,0.65071,0.737674,0.660927,0.52338,0.52338,0.077021,0.593128,0.058321,0.116647,0.056888,0.132193,0.077833
domain_adversarial_tactile_transfer,heldout_material,0,80,0.38,0.24009,0.61631,0.738239,0.668288,0.523075,0.523075,0.076505,0.590593,0.071097,0.109827,0.056616,0.132456,0.082532
domain_adversarial_tactile_transfer,heldout_material,1,80,0.38,0.24009,0.61631,0.738239,0.669063,0.523972,0.523972,0.0763,0.592112,0.071,0.109635,0.056897,0.132413,0.082446
domain_adversarial_tactile_transfer,heldout_material,2,80,0.38,0.24009,0.61631,0.738239,0.667702,0.522525,0.522525,0.076024,0.592158,0.071286,0.110096,0.056691,0.132101,0.082384
domain_adversarial_tactile_transfer,heldout_material,3,80,0.38,0.24009,0.61631,0.738239,0.666691,0.521534,0.521534,0.076133,0.593418,0.071114,0.110168,0.05667,0.132511,0.082428
domain_adversarial_tactile_transfer,heldout_material,4,80,0.38,0.24009,0.61631,0.738239,0.667272,0.522803,0.522803,0.075473,0.593301,0.070778,0.109747,0.056492,0.132566,0.082067
domain_adversarial_tactile_transfer,heldout_material,5,80,0.38,0.24009,0.61631,0.738239,0.667556,0.522733,0.522733,0.07597,0.592924,0.071048,0.109863,0.056278,0.132353,0.082279
domain_adversarial_tactile_transfer,heldout_material,6,80,0.38,0.24009,0.61631,0.738239,0.666617,0.521504,0.521504,0.076081,0.591789,0.071407,0.109777,0.056478,0.131754,0.082366
domain_adversarial_tactile_transfer,heldout_material,7,80,0.38,0.24009,0.61631,0.738239,0.667693,0.522795,0.522795,0.076324,0.59291,0.070807,0.109588,0.056641,0.132669,0.082401
domain_adversarial_tactile_transfer,heldout_material,8,80,0.38,0.24009,0.61631,0.738239,0.667359,0.522284,0.522284,0.077034,0.592387,0.070675,0.109842,0.056686,0.131712,0.082425
domain_adversarial_tactile_transfer,heldout_material,9,80,0.38,0.24009,0.61631,0.738239,0.667854,0.523597,0.523597,0.075423,0.593107,0.070631,0.109635,0.056368,0.132437,0.081959
domain_adversarial_tactile_transfer,heldout_object,0,80,0.28,0.171086,0.59871,0.746255,0.679996,0.557778,0.557778,0.064123,0.598874,0.052977,0.102033,0.050998,0.128272,0.070122
domain_adversarial_tactile_transfer,heldout_object,1,80,0.28,0.171086,0.59871,0.746255,0.678246,0.557014,0.557014,0.063237,0.598065,0.052381,0.10246,0.050396,0.12788,0.069463
domain_adversarial_tactile_transfer,heldout_object,2,80,0.28,0.171086,0.59871,0.746255,0.679434,0.557732,0.557732,0.063366,0.59913,0.052679,0.102307,0.050921,0.128355,0.069758
domain_adversarial_tactile_transfer,heldout_object,3,80,0.28,0.171086,0.59871,0.746255,0.680903,0.559829,0.559829,0.063319,0.598799,0.051909,0.102686,0.050532,0.128385,0.069416
domain_adversarial_tactile_transfer,heldout_object,4,80,0.28,0.171086,0.59871,0.746255,0.681162,0.559733,0.559733,0.063282,0.597362,0.052574,0.102342,0.050205,0.128891,0.069715
domain_adversarial_tactile_transfer,heldout_object,5,80,0.28,0.171086,0.59871,0.746255,0.67982,0.558499,0.558499,0.062662,0.598166,0.05258,0.102275,0.050762,0.128912,0.069566
domain_adversarial_tactile_transfer,heldout_object,6,80,0.28,0.171086,0.59871,0.746255,0.680457,0.559119,0.559119,0.062789,0.598572,0.052699,0.102143,0.050502,0.128776,0.069604
domain_adversarial_tactile_transfer,heldout_object,7,80,0.28,0.171086,0.59871,0.746255,0.680199,0.558506,0.558506,0.063057,0.597475,0.052645,0.102812,0.050755,0.12917,0.069771
domain_adversarial_tactile_transfer,heldout_object,8,80,0.28,0.171086,0.59871,0.746255,0.679747,0.558641,0.558641,0.062928,0.598592,0.05207,0.102523,0.050871,0.12852,0.069403
domain_adversarial_tactile_transfer,heldout_object,9,80,0.28,0.171086,0.59871,0.746255,0.680652,0.559428,0.559428,0.063144,0.598237,0.052346,0.102149,0.050481,0.128723,0.069579
domain_adversarial_tactile_transfer,latency_contact_shift,0,80,0.76,0.299191,0.70671,0.7289,0.636392,0.474138,0.474138,0.096546,0.585137,0.067489,0.140431,0.064175,0.145296,0.091042
domain_adversarial_tactile_transfer,latency_contact_shift,1,80,0.76,0.299191,0.70671,0.7289,0.634222,0.471288,0.471288,0.096863,0.584871,0.068172,0.140159,0.064129,0.14618,0.091564
domain_adversarial_tactile_transfer,latency_contact_shift,2,80,0.76,0.299191,0.70671,0.7289,0.634805,0.47315,0.47315,0.095784,0.586131,0.067197,0.140137,0.064094,0.145716,0.09074
domain_adversarial_tactile_transfer,latency_contact_shift,3,80,0.76,0.299191,0.70671,0.7289,0.634437,0.472915,0.472915,0.096107,0.584901,0.066674,0.140707,0.064028,0.145751,0.09065
domain_adversarial_tactile_transfer,latency_contact_shift,4,80,0.76,0.299191,0.70671,0.7289,0.635148,0.47337,0.47337,0.09547,0.585541,0.067269,0.140802,0.064398,0.145452,0.090643
domain_adversarial_tactile_transfer,latency_contact_shift,5,80,0.76,0.299191,0.70671,0.7289,0.634977,0.473377,0.473377,0.095735,0.583916,0.066782,0.140769,0.064402,0.146031,0.090653
domain_adversarial_tactile_transfer,latency_contact_shift,6,80,0.76,0.299191,0.70671,0.7289,0.635167,0.472376,0.472376,0.097028,0.584,0.067822,0.140345,0.064276,0.145796,0.091433
domain_adversarial_tactile_transfer,latency_contact_shift,7,80,0.76,0.299191,0.70671,0.7289,0.635688,0.473747,0.473747,0.095992,0.585264,0.067113,0.140727,0.064471,0.14575,0.090822
domain_adversarial_tactile_transfer,latency_contact_shift,8,80,0.76,0.299191,0.70671,0.7289,0.635312,0.473912,0.473912,0.095504,0.585704,0.067129,0.140267,0.063814,0.145572,0.090564
domain_adversarial_tactile_transfer,latency_contact_shift,9,80,0.76,0.299191,0.70671,0.7289,0.634581,0.472044,0.472044,0.096463,0.585497,0.067674,0.140834,0.064334,0.145656,0.091165
domain_adversarial_tactile_transfer,sensor_bias_shift,0,80,0.68,0.275466,0.68031,0.732039,0.642463,0.485649,0.485649,0.092357,0.588609,0.063977,0.137002,0.062271,0.148697,0.088705
domain_adversarial_tactile_transfer,sensor_bias_shift,1,80,0.68,0.275466,0.68031,0.732039,0.643293,0.486226,0.486226,0.091158,0.588579,0.064877,0.137531,0.062182,0.149026,0.08869
domain_adversarial_tactile_transfer,sensor_bias_shift,2,80,0.68,0.275466,0.68031,0.732039,0.642883,0.486158,0.486158,0.092049,0.587823,0.064078,0.136962,0.061992,0.149304,0.08872
domain_adversarial_tactile_transfer,sensor_bias_shift,3,80,0.68,0.275466,0.68031,0.732039,0.642656,0.486435,0.486435,0.091166,0.588953,0.064022,0.137359,0.061838,0.148441,0.088228
domain_adversarial_tactile_transfer,sensor_bias_shift,4,80,0.68,0.275466,0.68031,0.732039,0.643171,0.486588,0.486588,0.091583,0.588332,0.063898,0.137305,0.062182,0.149837,0.088608
domain_adversarial_tactile_transfer,sensor_bias_shift,5,80,0.68,0.275466,0.68031,0.732039,0.643614,0.487472,0.487472,0.091055,0.589738,0.063791,0.136915,0.062342,0.149099,0.088271
domain_adversarial_tactile_transfer,sensor_bias_shift,6,80,0.68,0.275466,0.68031,0.732039,0.644173,0.487515,0.487515,0.091489,0.587298,0.064192,0.137244,0.061936,0.149769,0.088651
domain_adversarial_tactile_transfer,sensor_bias_shift,7,80,0.68,0.275466,0.68031,0.732039,0.643781,0.487293,0.487293,0.09184,0.588489,0.063725,0.137138,0.062271,0.149221,0.088528
domain_adversarial_tactile_transfer,sensor_bias_shift,8,80,0.68,0.275466,0.68031,0.732039,0.643116,0.486605,0.486605,0.091751,0.589191,0.063853,0.137228,0.062062,0.149352,0.088549
domain_adversarial_tactile_transfer,sensor_bias_shift,9,80,0.68,0.275466,0.68031,0.732039,0.644008,0.486658,0.486658,0.092048,0.588516,0.064453,0.137562,0.062533,0.149657,0.08898
ensemble_disagreement_filter,clean_transfer,0,80,0.06,0.121263,0.54851,0.680009,0.681081,0.573481,0.573481,0.044363,0.62508,0.042105,0.137122,0.044001,0.101926,0.05383
ensemble_disagreement_filter,clean_transfer,1,80,0.06,0.121263,0.54851,0.680009,0.681402,0.574026,0.574026,0.044268,0.623912,0.041794,0.136974,0.044313,0.101779,0.053684
ensemble_disagreement_filter,clean_transfer,2,80,0.06,0.121263,0.54851,0.680009,0.681461,0.574141,0.574141,0.04438,0.624255,0.041759,0.137266,0.043945,0.101555,0.053632
ensemble_disagreement_filter,clean_transfer,3,80,0.06,0.121263,0.54851,0.680009,0.682674,0.575714,0.575714,0.043633,0.624382,0.041726,0.136585,0.044149,0.102266,0.053514
ensemble_disagreement_filter,clean_transfer,4,80,0.06,0.121263,0.54851,0.680009,0.681984,0.575327,0.575327,0.043471,0.625392,0.041521,0.13669,0.04383,0.10227,0.05335
ensemble_disagreement_filter,clean_transfer,5,80,0.06,0.121263,0.54851,0.680009,0.680894,0.574263,0.574263,0.04321,0.625905,0.041421,0.137407,0.043849,0.102281,0.053227
ensemble_disagreement_filter,clean_transfer,6,80,0.06,0.121263,0.54851,0.680009,0.680585,0.573482,0.573482,0.044249,0.624912,0.04153,0.136855,0.043993,0.102271,0.053634
ensemble_disagreement_filter,clean_transfer,7,80,0.06,0.121263,0.54851,0.680009,0.68179,0.574844,0.574844,0.043909,0.6238,0.041855,0.136563,0.043568,0.101903,0.053533
ensemble_disagreement_filter,clean_transfer,8,80,0.06,0.121263,0.54851,0.680009,0.682661,0.575861,0.575861,0.043834,0.625017,0.041354,0.13695,0.04417,0.101751,0.05335
ensemble_disagreement_filter,clean_transfer,9,80,0.06,0.121263,0.54851,0.680009,0.682378,0.575606,0.575606,0.043578,0.624346,0.041457,0.13714,0.04395,0.102076,0.053339
ensemble_disagreement_filter,combined_stress,0,80,0.88,0.362293,0.75471,0.628379,0.608773,0.431367,0.431367,0.091889,0.602417,0.065095,0.235677,0.066297,0.123514,0.084841
ensemble_disagreement_filter,combined_stress,1,80,0.88,0.362293,0.75471,0.628379,0.609132,0.431599,0.431599,0.092446,0.600009,0.065007,0.235778,0.066204,0.123086,0.08491
ensemble_disagreement_filter,combined_stress,2,80,0.88,0.362293,0.75471,0.628379,0.607803,0.4294,0.4294,0.092212,0.60179,0.065979,0.235916,0.066811,0.123349,0.085308
ensemble_disagreement_filter,combined_stress,3,80,0.88,0.362293,0.75471,0.628379,0.607084,0.429057,0.429057,0.092379,0.600421,0.065659,0.235535,0.06623,0.123815,0.085269
ensemble_disagreement_filter,combined_stress,4,80,0.88,0.362293,0.75471,0.628379,0.607669,0.430779,0.430779,0.091141,0.602514,0.065042,0.235999,0.065637,0.123508,0.084499
ensemble_disagreement_filter,combined_stress,5,80,0.88,0.362293,0.75471,0.628379,0.60875,0.431171,0.431171,0.09222,0.599775,0.06507,0.236039,0.066244,0.123343,0.084908
ensemble_disagreement_filter,combined_stress,6,80,0.88,0.362293,0.75471,0.628379,0.60789,0.429782,0.429782,0.091807,0.60215,0.066107,0.235977,0.066215,0.123105,0.085115
ensemble_disagreement_filter,combined_stress,7,80,0.88,0.362293,0.75471,0.628379,0.609022,0.431206,0.431206,0.092445,0.601072,0.065506,0.235694,0.065881,0.12339,0.085122
ensemble_disagreement_filter,combined_stress,8,80,0.88,0.362293,0.75471,0.628379,0.609414,0.431358,0.431358,0.092478,0.600673,0.065538,0.235884,0.066435,0.123241,0.085174
ensemble_disagreement_filter,combined_stress,9,80,0.88,0.362293,0.75471,0.628379,0.608599,0.430285,0.430285,0.092781,0.601554,0.065771,0.235885,0.066161,0.123557,0.085395
ensemble_disagreement_filter,friction_compliance_shift,0,80,0.58,0.26869,0.66551,0.647677,0.634786,0.48478,0.48478,0.069003,0.611712,0.059528,0.197297,0.056715,0.111255,0.071779
ensemble_disagreement_filter,friction_compliance_shift,1,80,0.58,0.26869,0.66551,0.647677,0.634471,0.48407,0.48407,0.068806,0.612087,0.060194,0.196968,0.056988,0.111045,0.071955
ensemble_disagreement_filter,friction_compliance_shift,2,80,0.58,0.26869,0.66551,0.647677,0.634223,0.483961,0.483961,0.069247,0.610517,0.059589,0.197209,0.057158,0.111068,0.071896
ensemble_disagreement_filter,friction_compliance_shift,3,80,0.58,0.26869,0.66551,0.647677,0.634915,0.484632,0.484632,0.06929,0.611487,0.059317,0.197681,0.057296,0.111533,0.071904
ensemble_disagreement_filter,friction_compliance_shift,4,80,0.58,0.26869,0.66551,0.647677,0.634733,0.484364,0.484364,0.06921,0.612112,0.059743,0.197076,0.057119,0.111499,0.072016
ensemble_disagreement_filter,friction_compliance_shift,5,80,0.58,0.26869,0.66551,0.647677,0.636209,0.486241,0.486241,0.069222,0.612832,0.059298,0.196941,0.057134,0.111062,0.071773
ensemble_disagreement_filter,friction_compliance_shift,6,80,0.58,0.26869,0.66551,0.647677,0.635216,0.485158,0.485158,0.069514,0.610647,0.059332,0.197036,0.056773,0.1113,0.071892
ensemble_disagreement_filter,friction_compliance_shift,7,80,0.58,0.26869,0.66551,0.647677,0.635026,0.48461,0.48461,0.069658,0.613072,0.05961,0.197127,0.057234,0.110633,0.071973
ensemble_disagreement_filter,friction_compliance_shift,8,80,0.58,0.26869,0.66551,0.647677,0.635017,0.48427,0.48427,0.069779,0.61241,0.060003,0.196983,0.05709,0.111162,0.072244
ensemble_disagreement_filter,friction_compliance_shift,9,80,0.58,0.26869,0.66551,0.647677,0.635844,0.485317,0.485317,0.070142,0.611239,0.059393,0.196782,0.057497,0.111015,0.07215
ensemble_disagreement_filter,heldout_geometry,0,80,0.48,0.23744,0.65071,0.654113,0.644338,0.507245,0.507245,0.064097,0.61348,0.050037,0.18554,0.054184,0.108868,0.065822
ensemble_disagreement_filter,heldout_geometry,1,80,0.48,0.23744,0.65071,0.654113,0.645798,0.508713,0.508713,0.063624,0.615598,0.050457,0.18513,0.054157,0.108809,0.065807
ensemble_disagreement_filter,heldout_geometry,2,80,0.48,0.23744,0.65071,0.654113,0.644397,0.507747,0.507747,0.063749,0.61394,0.049993,0.184946,0.053935,0.108516,0.065598
ensemble_disagreement_filter,heldout_geometry,3,80,0.48,0.23744,0.65071,0.654113,0.644914,0.507804,0.507804,0.064211,0.614921,0.050239,0.184607,0.054478,0.108257,0.065857
ensemble_disagreement_filter,heldout_geometry,4,80,0.48,0.23744,0.65071,0.654113,0.645091,0.509018,0.509018,0.06323,0.614573,0.049458,0.18499,0.053965,0.108779,0.065269
ensemble_disagreement_filter,heldout_geometry,5,80,0.48,0.23744,0.65071,0.654113,0.645373,0.509072,0.509072,0.063004,0.614214,0.049734,0.185483,0.054143,0.108452,0.065256
ensemble_disagreement_filter,heldout_geometry,6,80,0.48,0.23744,0.65071,0.654113,0.644116,0.507459,0.507459,0.063646,0.613727,0.050139,0.184934,0.053812,0.108397,0.065585
ensemble_disagreement_filter,heldout_geometry,7,80,0.48,0.23744,0.65071,0.654113,0.645096,0.508329,0.508329,0.063795,0.614058,0.049891,0.185031,0.054356,0.108665,0.065644
ensemble_disagreement_filter,heldout_geometry,8,80,0.48,0.23744,0.65071,0.654113,0.644011,0.507878,0.507878,0.062883,0.615643,0.049767,0.185102,0.053906,0.108633,0.065236
ensemble_disagreement_filter,heldout_geometry,9,80,0.48,0.23744,0.65071,0.654113,0.64513,0.50888,0.50888,0.063656,0.614653,0.049367,0.18477,0.05415,0.109129,0.065461
ensemble_disagreement_filter,heldout_material,0,80,0.38,0.24009,0.61631,0.657993,0.652303,0.511814,0.511814,0.062272,0.615172,0.059369,0.174525,0.053464,0.108578,0.068623
ensemble_disagreement_filter,heldout_material,1,80,0.38,0.24009,0.61631,0.657993,0.651289,0.509698,0.509698,0.063364,0.614523,0.060032,0.174379,0.053875,0.108749,0.069318
ensemble_disagreement_filter,heldout_material,2,80,0.38,0.24009,0.61631,0.657993,0.652689,0.511477,0.511477,0.063036,0.614443,0.059429,0.174756,0.054371,0.108521,0.068986
ensemble_disagreement_filter,heldout_material,3,80,0.38,0.24009,0.61631,0.657993,0.652051,0.511171,0.511171,0.062956,0.614335,0.059435,0.174667,0.053458,0.108625,0.068889
ensemble_disagreement_filter,heldout_material,4,80,0.38,0.24009,0.61631,0.657993,0.651562,0.510216,0.510216,0.063283,0.614713,0.059746,0.174737,0.053685,0.108629,0.069142
ensemble_disagreement_filter,heldout_material,5,80,0.38,0.24009,0.61631,0.657993,0.652074,0.510543,0.510543,0.063569,0.614854,0.059643,0.174878,0.054148,0.108238,0.069175
ensemble_disagreement_filter,heldout_material,6,80,0.38,0.24009,0.61631,0.657993,0.651231,0.510349,0.510349,0.0623,0.614403,0.059805,0.174553,0.053849,0.107976,0.068729
ensemble_disagreement_filter,heldout_material,7,80,0.38,0.24009,0.61631,0.657993,0.65116,0.510346,0.510346,0.062464,0.614067,0.059646,0.174575,0.053684,0.108182,0.068744
ensemble_disagreement_filter,heldout_material,8,80,0.38,0.24009,0.61631,0.657993,0.651696,0.509947,0.509947,0.063397,0.61469,0.060302,0.174649,0.053544,0.108669,0.069384
ensemble_disagreement_filter,heldout_material,9,80,0.38,0.24009,0.61631,0.657993,0.651904,0.510527,0.510527,0.063105,0.61521,0.059827,0.174734,0.053986,0.108248,0.069074
ensemble_disagreement_filter,heldout_object,0,80,0.28,0.171086,0.59871,0.667276,0.6622,0.541321,0.541321,0.051908,0.619982,0.045784,0.162108,0.048074,0.104932,0.058742
ensemble_disagreement_filter,heldout_object,1,80,0.28,0.171086,0.59871,0.667276,0.662422,0.541216,0.541216,0.052311,0.620686,0.045755,0.162399,0.04838,0.10498,0.058907
ensemble_disagreement_filter,heldout_object,2,80,0.28,0.171086,0.59871,0.667276,0.662871,0.541637,0.541637,0.052319,0.619898,0.045859,0.161789,0.04843,0.105536,0.059054
ensemble_disagreement_filter,heldout_object,3,80,0.28,0.171086,0.59871,0.667276,0.66295,0.541567,0.541567,0.052153,0.620918,0.046034,0.16227,0.048572,0.105061,0.058993
ensemble_disagreement_filter,heldout_object,4,80,0.28,0.171086,0.59871,0.667276,0.661042,0.53955,0.53955,0.052601,0.620629,0.045941,0.162422,0.048278,0.105357,0.059134
ensemble_disagreement_filter,heldout_object,5,80,0.28,0.171086,0.59871,0.667276,0.662425,0.540822,0.540822,0.052546,0.620793,0.04614,0.162335,0.048218,0.105586,0.059226
ensemble_disagreement_filter,heldout_object,6,80,0.28,0.171086,0.59871,0.667276,0.662696,0.54131,0.54131,0.052911,0.619713,0.045752,0.162073,0.048214,0.105285,0.059148
ensemble_disagreement_filter,heldout_object,7,80,0.28,0.171086,0.59871,0.667276,0.66201,0.540454,0.540454,0.053004,0.619719,0.045938,0.161524,0.048558,0.105304,0.059289
ensemble_disagreement_filter,heldout_object,8,80,0.28,0.171086,0.59871,0.667276,0.66202,0.540309,0.540309,0.052175,0.620179,0.046556,0.161904,0.048448,0.10549,0.059264
ensemble_disagreement_filter,heldout_object,9,80,0.28,0.171086,0.59871,0.667276,0.663132,0.541528,0.541528,0.052305,0.620157,0.046193,0.16236,0.048554,0.105237,0.059135
ensemble_disagreement_filter,latency_contact_shift,0,80,0.76,0.299191,0.70671,0.638033,0.618912,0.458033,0.458033,0.080417,0.606485,0.057336,0.220394,0.061244,0.118146,0.07652
ensemble_disagreement_filter,latency_contact_shift,1,80,0.76,0.299191,0.70671,0.638033,0.619728,0.458831,0.458831,0.080652,0.605452,0.057338,0.220517,0.06072,0.118577,0.076626
ensemble_disagreement_filter,latency_contact_shift,2,80,0.76,0.299191,0.70671,0.638033,0.619648,0.458831,0.458831,0.080426,0.605072,0.057551,0.220358,0.060621,0.117996,0.076516
ensemble_disagreement_filter,latency_contact_shift,3,80,0.76,0.299191,0.70671,0.638033,0.620455,0.459788,0.459788,0.079741,0.605422,0.057715,0.220105,0.060861,0.118135,0.076394
ensemble_disagreement_filter,latency_contact_shift,4,80,0.76,0.299191,0.70671,0.638033,0.621174,0.459897,0.459897,0.081022,0.6048,0.057519,0.220146,0.061322,0.118313,0.076833
ensemble_disagreement_filter,latency_contact_shift,5,80,0.76,0.299191,0.70671,0.638033,0.620057,0.459394,0.459394,0.079861,0.604806,0.057454,0.220186,0.06104,0.118636,0.076444
ensemble_disagreement_filter,latency_contact_shift,6,80,0.76,0.299191,0.70671,0.638033,0.620053,0.458766,0.458766,0.081265,0.605293,0.057495,0.220017,0.061123,0.118405,0.076903
ensemble_disagreement_filter,latency_contact_shift,7,80,0.76,0.299191,0.70671,0.638033,0.620499,0.459538,0.459538,0.08052,0.605483,0.057702,0.21982,0.060884,0.118199,0.076668
ensemble_disagreement_filter,latency_contact_shift,8,80,0.76,0.299191,0.70671,0.638033,0.61853,0.457842,0.457842,0.080408,0.606186,0.057162,0.220173,0.060903,0.118986,0.076568
ensemble_disagreement_filter,latency_contact_shift,9,80,0.76,0.299191,0.70671,0.638033,0.619244,0.458901,0.458901,0.080531,0.605171,0.056899,0.220003,0.060542,0.118547,0.076395
ensemble_disagreement_filter,sensor_bias_shift,0,80,0.68,0.275466,0.68031,0.643086,0.627209,0.471714,0.471714,0.077203,0.611359,0.054687,0.213039,0.059312,0.120311,0.074617
ensemble_disagreement_filter,sensor_bias_shift,1,80,0.68,0.275466,0.68031,0.643086,0.627157,0.471603,0.471603,0.076613,0.610182,0.05514,0.213026,0.059131,0.120725,0.074645
ensemble_disagreement_filter,sensor_bias_shift,2,80,0.68,0.275466,0.68031,0.643086,0.626915,0.472021,0.472021,0.075602,0.610995,0.054917,0.213219,0.058704,0.121174,0.074255
ensemble_disagreement_filter,sensor_bias_shift,3,80,0.68,0.275466,0.68031,0.643086,0.62769,0.472952,0.472952,0.075967,0.610843,0.054545,0.212996,0.058778,0.121006,0.074215
ensemble_disagreement_filter,sensor_bias_shift,4,80,0.68,0.275466,0.68031,0.643086,0.626527,0.471087,0.471087,0.076177,0.610912,0.055072,0.213404,0.059026,0.121418,0.074585
ensemble_disagreement_filter,sensor_bias_shift,5,80,0.68,0.275466,0.68031,0.643086,0.627846,0.472965,0.472965,0.07631,0.608994,0.054447,0.213071,0.059074,0.120592,0.074249
ensemble_disagreement_filter,sensor_bias_shift,6,80,0.68,0.275466,0.68031,0.643086,0.627463,0.471998,0.471998,0.076108,0.609668,0.05534,0.213136,0.059025,0.120728,0.074539
ensemble_disagreement_filter,sensor_bias_shift,7,80,0.68,0.275466,0.68031,0.643086,0.627865,0.473679,0.473679,0.074784,0.609093,0.054401,0.21343,0.0589,0.120609,0.073699
ensemble_disagreement_filter,sensor_bias_shift,8,80,0.68,0.275466,0.68031,0.643086,0.626617,0.471347,0.471347,0.076343,0.611648,0.05495,0.212953,0.059024,0.120966,0.074514
ensemble_disagreement_filter,sensor_bias_shift,9,80,0.68,0.275466,0.68031,0.643086,0.62628,0.471427,0.471427,0.075224,0.60984,0.0551,0.212946,0.059023,0.120771,0.074155
frozen_tactile_pretraining,clean_transfer,0,80,0.06,0.121263,0.54851,0.839679,0.712133,0.604748,0.604748,0.06398,0.508772,0.05238,0.034473,0.048112,0.140441,0.071748
frozen_tactile_pretraining,clean_transfer,1,80,0.06,0.121263,0.54851,0.839679,0.712277,0.604737,0.604737,0.064512,0.509943,0.052032,0.034862,0.048714,0.139566,0.0717
frozen_tactile_pretraining,clean_transfer,2,80,0.06,0.121263,0.54851,0.839679,0.712893,0.605088,0.605088,0.064105,0.510214,0.05265,0.034897,0.048364,0.140356,0.071903
frozen_tactile_pretraining,clean_transfer,3,80,0.06,0.121263,0.54851,0.839679,0.712489,0.60449,0.60449,0.064675,0.511622,0.052714,0.034713,0.048532,0.139328,0.071953
frozen_tactile_pretraining,clean_transfer,4,80,0.06,0.121263,0.54851,0.839679,0.713029,0.605465,0.605465,0.064361,0.51043,0.052286,0.034758,0.048461,0.139632,0.071731
frozen_tactile_pretraining,clean_transfer,5,80,0.06,0.121263,0.54851,0.839679,0.712019,0.604498,0.604498,0.06388,0.509845,0.052579,0.034702,0.048266,0.139893,0.071706
