task,regime,split,method,seed,episodes,stress,mismatch,action_criticality,clean_retention,success,utility,deploy_utility,harmful_transfer_rate,tactile_event_f1,damage_rate,query_cost,regret,calibration_ece,risk_score,variant,component_note
tactile_servo_surface_follow,source_matched,combined_stress,minus_action_critical_mask,9,96,0.88,0.137063,0.7423,0.767104,0.695568,0.59178,0.59178,0.038857,0.738777,0.032619,0.173968,0.041401,0.088689,0.045711,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,low_friction,combined_stress,minus_action_critical_mask,0,96,0.88,0.287114,0.7423,0.758521,0.682837,0.56145,0.56145,0.055066,0.725796,0.042605,0.175805,0.050092,0.086438,0.055481,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,low_friction,combined_stress,minus_action_critical_mask,1,96,0.88,0.287114,0.7423,0.758521,0.690665,0.569626,0.569626,0.051363,0.726596,0.043648,0.177934,0.049935,0.087512,0.054795,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,low_friction,combined_stress,minus_action_critical_mask,2,96,0.88,0.287114,0.7423,0.758521,0.703659,0.587053,0.587053,0.048299,0.725583,0.040408,0.177707,0.047703,0.088407,0.05246,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,low_friction,combined_stress,minus_action_critical_mask,3,96,0.88,0.287114,0.7423,0.758521,0.685383,0.565169,0.565169,0.047957,0.736701,0.046647,0.179306,0.043671,0.089105,0.054438,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,low_friction,combined_stress,minus_action_critical_mask,4,96,0.88,0.287114,0.7423,0.758521,0.695624,0.577092,0.577092,0.053008,0.717417,0.041418,0.176915,0.046738,0.084597,0.053663,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,low_friction,combined_stress,minus_action_critical_mask,5,96,0.88,0.287114,0.7423,0.758521,0.698657,0.578656,0.578656,0.04865,0.732357,0.043891,0.180824,0.04749,0.088753,0.053944,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,low_friction,combined_stress,minus_action_critical_mask,6,96,0.88,0.287114,0.7423,0.758521,0.682994,0.564274,0.564274,0.042229,0.737413,0.046137,0.178182,0.048314,0.090956,0.053094,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,low_friction,combined_stress,minus_action_critical_mask,7,96,0.88,0.287114,0.7423,0.758521,0.695181,0.575845,0.575845,0.05134,0.734612,0.039889,0.181531,0.050066,0.089646,0.053756,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,low_friction,combined_stress,minus_action_critical_mask,8,96,0.88,0.287114,0.7423,0.758521,0.682458,0.562861,0.562861,0.051172,0.736148,0.041427,0.178524,0.048516,0.092609,0.054662,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,low_friction,combined_stress,minus_action_critical_mask,9,96,0.88,0.287114,0.7423,0.758521,0.691745,0.570829,0.570829,0.053963,0.724349,0.043583,0.175152,0.047301,0.089261,0.055706,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,soft_compliance,combined_stress,minus_action_critical_mask,0,96,0.88,0.311575,0.7423,0.757122,0.70626,0.587554,0.587554,0.04579,0.728795,0.043727,0.180851,0.049276,0.084894,0.052393,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,soft_compliance,combined_stress,minus_action_critical_mask,1,96,0.88,0.311575,0.7423,0.757122,0.697552,0.574994,0.574994,0.052522,0.723437,0.042581,0.18179,0.052896,0.087444,0.055068,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,soft_compliance,combined_stress,minus_action_critical_mask,2,96,0.88,0.311575,0.7423,0.757122,0.692367,0.573753,0.573753,0.056546,0.727392,0.037768,0.177413,0.049618,0.08593,0.054007,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,soft_compliance,combined_stress,minus_action_critical_mask,3,96,0.88,0.311575,0.7423,0.757122,0.685296,0.573496,0.573496,0.05016,0.72701,0.031608,0.178881,0.049688,0.088198,0.04991,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,soft_compliance,combined_stress,minus_action_critical_mask,4,96,0.88,0.311575,0.7423,0.757122,0.697523,0.57247,0.57247,0.057992,0.739107,0.044287,0.182669,0.050074,0.083114,0.056514,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,soft_compliance,combined_stress,minus_action_critical_mask,5,96,0.88,0.311575,0.7423,0.757122,0.698757,0.577229,0.577229,0.055393,0.726501,0.043523,0.180004,0.043074,0.091748,0.056194,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,soft_compliance,combined_stress,minus_action_critical_mask,6,96,0.88,0.311575,0.7423,0.757122,0.68593,0.563966,0.563966,0.051707,0.716991,0.045314,0.176714,0.049194,0.08786,0.055534,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,soft_compliance,combined_stress,minus_action_critical_mask,7,96,0.88,0.311575,0.7423,0.757122,0.689861,0.568535,0.568535,0.053351,0.715889,0.038927,0.183206,0.053714,0.09182,0.054831,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,soft_compliance,combined_stress,minus_action_critical_mask,8,96,0.88,0.311575,0.7423,0.757122,0.698994,0.576043,0.576043,0.059943,0.732016,0.040889,0.180988,0.048566,0.086342,0.056316,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,soft_compliance,combined_stress,minus_action_critical_mask,9,96,0.88,0.311575,0.7423,0.757122,0.693197,0.575303,0.575303,0.043598,0.729055,0.044593,0.180019,0.045335,0.09304,0.053049,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,texture_aliasing,combined_stress,minus_action_critical_mask,0,96,0.88,0.381664,0.7423,0.753113,0.686044,0.556502,0.556502,0.062335,0.726489,0.045555,0.181417,0.052756,0.091563,0.060262,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,texture_aliasing,combined_stress,minus_action_critical_mask,1,96,0.88,0.381664,0.7423,0.753113,0.697514,0.564838,0.564838,0.0631,0.733495,0.048676,0.184401,0.051347,0.093845,0.061978,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,texture_aliasing,combined_stress,minus_action_critical_mask,2,96,0.88,0.381664,0.7423,0.753113,0.692341,0.560772,0.560772,0.068169,0.719771,0.04413,0.185438,0.05173,0.09073,0.061451,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,texture_aliasing,combined_stress,minus_action_critical_mask,3,96,0.88,0.381664,0.7423,0.753113,0.693305,0.57461,0.57461,0.05463,0.718232,0.036691,0.181576,0.050004,0.091762,0.054035,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,texture_aliasing,combined_stress,minus_action_critical_mask,4,96,0.88,0.381664,0.7423,0.753113,0.695498,0.567717,0.567717,0.067046,0.72168,0.042204,0.176162,0.051564,0.092695,0.060675,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,texture_aliasing,combined_stress,minus_action_critical_mask,5,96,0.88,0.381664,0.7423,0.753113,0.697814,0.566854,0.566854,0.067826,0.719244,0.04384,0.181733,0.052971,0.092205,0.061614,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,texture_aliasing,combined_stress,minus_action_critical_mask,6,96,0.88,0.381664,0.7423,0.753113,0.688698,0.569873,0.569873,0.055202,0.729543,0.036211,0.178908,0.053022,0.090512,0.054123,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,texture_aliasing,combined_stress,minus_action_critical_mask,7,96,0.88,0.381664,0.7423,0.753113,0.703059,0.575855,0.575855,0.060966,0.73318,0.044353,0.180873,0.051547,0.088841,0.058729,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,texture_aliasing,combined_stress,minus_action_critical_mask,8,96,0.88,0.381664,0.7423,0.753113,0.693391,0.56038,0.56038,0.065339,0.725639,0.050863,0.178291,0.048604,0.093263,0.063191,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,texture_aliasing,combined_stress,minus_action_critical_mask,9,96,0.88,0.381664,0.7423,0.753113,0.683424,0.560704,0.560704,0.051817,0.732026,0.042891,0.182216,0.051475,0.092531,0.055719,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,taxel_bias,combined_stress,minus_action_critical_mask,0,96,0.88,0.411089,0.7423,0.75143,0.707417,0.576721,0.576721,0.072603,0.718786,0.042544,0.179454,0.050707,0.090302,0.062177,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,taxel_bias,combined_stress,minus_action_critical_mask,1,96,0.88,0.411089,0.7423,0.75143,0.711847,0.575312,0.575312,0.075555,0.72626,0.046842,0.179752,0.055546,0.087934,0.064871,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,taxel_bias,combined_stress,minus_action_critical_mask,2,96,0.88,0.411089,0.7423,0.75143,0.704229,0.569328,0.569328,0.076104,0.72023,0.043899,0.183965,0.052275,0.091399,0.064237,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,taxel_bias,combined_stress,minus_action_critical_mask,3,96,0.88,0.411089,0.7423,0.75143,0.707168,0.571019,0.571019,0.074761,0.720707,0.046794,0.175967,0.056496,0.092395,0.065481,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,taxel_bias,combined_stress,minus_action_critical_mask,4,96,0.88,0.411089,0.7423,0.75143,0.711361,0.578566,0.578566,0.073718,0.715207,0.043849,0.182318,0.050493,0.090879,0.063134,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,taxel_bias,combined_stress,minus_action_critical_mask,5,96,0.88,0.411089,0.7423,0.75143,0.698932,0.560611,0.560611,0.077942,0.72347,0.046352,0.179135,0.057317,0.093292,0.066638,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,taxel_bias,combined_stress,minus_action_critical_mask,6,96,0.88,0.411089,0.7423,0.75143,0.714591,0.57915,0.57915,0.07282,0.722835,0.046246,0.17948,0.056225,0.09144,0.064414,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,taxel_bias,combined_stress,minus_action_critical_mask,7,96,0.88,0.411089,0.7423,0.75143,0.698639,0.567526,0.567526,0.067351,0.718967,0.044123,0.181954,0.054427,0.089229,0.06117,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,taxel_bias,combined_stress,minus_action_critical_mask,8,96,0.88,0.411089,0.7423,0.75143,0.70201,0.564225,0.564225,0.073224,0.726528,0.047898,0.183058,0.056279,0.092562,0.065386,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,taxel_bias,combined_stress,minus_action_critical_mask,9,96,0.88,0.411089,0.7423,0.75143,0.704476,0.571587,0.571587,0.075161,0.721962,0.042865,0.180738,0.051775,0.091798,0.063545,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,transient_shear_spike,combined_stress,minus_action_critical_mask,0,96,0.88,0.437801,0.7423,0.749902,0.686259,0.544676,0.544676,0.076715,0.710492,0.05281,0.178025,0.055218,0.092891,0.068393,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,transient_shear_spike,combined_stress,minus_action_critical_mask,1,96,0.88,0.437801,0.7423,0.749902,0.686977,0.545199,0.545199,0.07743,0.707822,0.052179,0.180507,0.055673,0.089962,0.067914,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,transient_shear_spike,combined_stress,minus_action_critical_mask,2,96,0.88,0.437801,0.7423,0.749902,0.692665,0.554763,0.554763,0.07071,0.706303,0.050656,0.179215,0.058098,0.088155,0.064968,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,transient_shear_spike,combined_stress,minus_action_critical_mask,3,96,0.88,0.437801,0.7423,0.749902,0.687717,0.548135,0.548135,0.0792,0.720715,0.047435,0.180218,0.056459,0.092714,0.067288,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,transient_shear_spike,combined_stress,minus_action_critical_mask,4,96,0.88,0.437801,0.7423,0.749902,0.701962,0.567309,0.567309,0.068924,0.710922,0.048365,0.179585,0.054578,0.090614,0.063581,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,transient_shear_spike,combined_stress,minus_action_critical_mask,5,96,0.88,0.437801,0.7423,0.749902,0.689688,0.552746,0.552746,0.072299,0.709096,0.046614,0.182797,0.058003,0.092807,0.064801,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,transient_shear_spike,combined_stress,minus_action_critical_mask,6,96,0.88,0.437801,0.7423,0.749902,0.690465,0.554224,0.554224,0.078473,0.72097,0.043417,0.181563,0.057365,0.087484,0.064663,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,transient_shear_spike,combined_stress,minus_action_critical_mask,7,96,0.88,0.437801,0.7423,0.749902,0.691687,0.551333,0.551333,0.079797,0.717622,0.048871,0.184004,0.052976,0.090394,0.067271,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,transient_shear_spike,combined_stress,minus_action_critical_mask,8,96,0.88,0.437801,0.7423,0.749902,0.680964,0.542898,0.542898,0.075105,0.701069,0.048325,0.181924,0.055671,0.088913,0.065471,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,transient_shear_spike,combined_stress,minus_action_critical_mask,9,96,0.88,0.437801,0.7423,0.749902,0.686824,0.549262,0.549262,0.075586,0.71198,0.04956,0.178619,0.051932,0.091327,0.066164,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,latency_and_drift,combined_stress,minus_action_critical_mask,0,96,0.88,0.470272,0.7423,0.748044,0.704257,0.563782,0.563782,0.090288,0.710965,0.040768,0.182026,0.059039,0.089493,0.068202,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,latency_and_drift,combined_stress,minus_action_critical_mask,1,96,0.88,0.470272,0.7423,0.748044,0.695804,0.551974,0.551974,0.083254,0.699696,0.050433,0.181015,0.055394,0.095801,0.070255,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,latency_and_drift,combined_stress,minus_action_critical_mask,2,96,0.88,0.470272,0.7423,0.748044,0.69786,0.549489,0.549489,0.091291,0.7096,0.049151,0.183842,0.059897,0.094216,0.072665,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,latency_and_drift,combined_stress,minus_action_critical_mask,3,96,0.88,0.470272,0.7423,0.748044,0.688399,0.543386,0.543386,0.084796,0.717787,0.050297,0.180276,0.058464,0.093881,0.070689,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,latency_and_drift,combined_stress,minus_action_critical_mask,4,96,0.88,0.470272,0.7423,0.748044,0.692593,0.545188,0.545188,0.081317,0.716174,0.056622,0.179745,0.056635,0.093701,0.071694,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,latency_and_drift,combined_stress,minus_action_critical_mask,5,96,0.88,0.470272,0.7423,0.748044,0.704099,0.558367,0.558367,0.087725,0.712859,0.049653,0.180816,0.058813,0.090945,0.070946,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,latency_and_drift,combined_stress,minus_action_critical_mask,6,96,0.88,0.470272,0.7423,0.748044,0.700867,0.565664,0.565664,0.075839,0.689062,0.04446,0.178874,0.055082,0.0933,0.064982,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,latency_and_drift,combined_stress,minus_action_critical_mask,7,96,0.88,0.470272,0.7423,0.748044,0.704908,0.554927,0.554927,0.093259,0.704495,0.052132,0.182607,0.056578,0.092988,0.073914,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,latency_and_drift,combined_stress,minus_action_critical_mask,8,96,0.88,0.470272,0.7423,0.748044,0.703294,0.556014,0.556014,0.086738,0.708349,0.050112,0.179688,0.06533,0.089402,0.071159,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,latency_and_drift,combined_stress,minus_action_critical_mask,9,96,0.88,0.470272,0.7423,0.748044,0.691755,0.549588,0.549588,0.08534,0.703518,0.045831,0.179605,0.061099,0.089862,0.068717,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,compound_contact_shift,combined_stress,minus_action_critical_mask,0,96,0.88,0.601662,0.7423,0.740529,0.701067,0.554616,0.554616,0.088551,0.708433,0.047725,0.184046,0.061626,0.092299,0.071019,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,compound_contact_shift,combined_stress,minus_action_critical_mask,1,96,0.88,0.601662,0.7423,0.740529,0.697227,0.544889,0.544889,0.096332,0.707928,0.048219,0.187443,0.064501,0.09524,0.074669,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,compound_contact_shift,combined_stress,minus_action_critical_mask,2,96,0.88,0.601662,0.7423,0.740529,0.706539,0.549747,0.549747,0.097861,0.711173,0.053305,0.186405,0.064636,0.096798,0.077416,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,compound_contact_shift,combined_stress,minus_action_critical_mask,3,96,0.88,0.601662,0.7423,0.740529,0.696161,0.539733,0.539733,0.098714,0.703639,0.053618,0.181919,0.066475,0.091958,0.077138,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,compound_contact_shift,combined_stress,minus_action_critical_mask,4,96,0.88,0.601662,0.7423,0.740529,0.705482,0.549978,0.549978,0.099516,0.712573,0.049379,0.1914,0.065821,0.091758,0.075698,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,compound_contact_shift,combined_stress,minus_action_critical_mask,5,96,0.88,0.601662,0.7423,0.740529,0.70248,0.543337,0.543337,0.102972,0.702251,0.053556,0.182104,0.066495,0.098601,0.07976,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,compound_contact_shift,combined_stress,minus_action_critical_mask,6,96,0.88,0.601662,0.7423,0.740529,0.699749,0.540727,0.540727,0.099009,0.703174,0.056293,0.184808,0.064893,0.094895,0.078625,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,compound_contact_shift,combined_stress,minus_action_critical_mask,7,96,0.88,0.601662,0.7423,0.740529,0.68742,0.531059,0.531059,0.104372,0.694406,0.052655,0.180822,0.060962,0.092842,0.078303,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,compound_contact_shift,combined_stress,minus_action_critical_mask,8,96,0.88,0.601662,0.7423,0.740529,0.703908,0.555473,0.555473,0.090084,0.703012,0.049021,0.183476,0.063491,0.091168,0.072016,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
tactile_servo_surface_follow,compound_contact_shift,combined_stress,minus_action_critical_mask,9,96,0.88,0.601662,0.7423,0.740529,0.696064,0.536364,0.536364,0.101692,0.708751,0.057157,0.187008,0.061177,0.091037,0.078799,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,source_matched,combined_stress,minus_action_critical_mask,0,96,0.88,0.13305,0.8217,0.767334,0.690084,0.587125,0.587125,0.027399,0.742426,0.040389,0.172952,0.037373,0.089443,0.0445,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,source_matched,combined_stress,minus_action_critical_mask,1,96,0.88,0.13305,0.8217,0.767334,0.69281,0.583567,0.583567,0.023997,0.747541,0.049996,0.176895,0.037574,0.087562,0.046676,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,source_matched,combined_stress,minus_action_critical_mask,2,96,0.88,0.13305,0.8217,0.767334,0.686578,0.58309,0.58309,0.030213,0.745501,0.036634,0.176159,0.042227,0.087626,0.044189,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,source_matched,combined_stress,minus_action_critical_mask,3,96,0.88,0.13305,0.8217,0.767334,0.691084,0.587624,0.587624,0.031646,0.744159,0.036875,0.175932,0.04053,0.085477,0.044211,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,source_matched,combined_stress,minus_action_critical_mask,4,96,0.88,0.13305,0.8217,0.767334,0.686447,0.576065,0.576065,0.033442,0.735,0.045544,0.174694,0.040391,0.085612,0.048126,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,source_matched,combined_stress,minus_action_critical_mask,5,96,0.88,0.13305,0.8217,0.767334,0.678963,0.564773,0.564773,0.035679,0.735689,0.047081,0.175466,0.044744,0.086445,0.050056,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,source_matched,combined_stress,minus_action_critical_mask,6,96,0.88,0.13305,0.8217,0.767334,0.691649,0.585126,0.585126,0.03073,0.738175,0.040686,0.173828,0.043819,0.086021,0.045775,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,source_matched,combined_stress,minus_action_critical_mask,7,96,0.88,0.13305,0.8217,0.767334,0.692562,0.591902,0.591902,0.027996,0.734437,0.035212,0.17634,0.039952,0.086878,0.042533,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,source_matched,combined_stress,minus_action_critical_mask,8,96,0.88,0.13305,0.8217,0.767334,0.677361,0.569711,0.569711,0.031642,0.745178,0.043851,0.17489,0.037544,0.087261,0.046883,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,source_matched,combined_stress,minus_action_critical_mask,9,96,0.88,0.13305,0.8217,0.767334,0.694971,0.587948,0.587948,0.033351,0.749178,0.040852,0.172639,0.041274,0.088306,0.046885,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,low_friction,combined_stress,minus_action_critical_mask,0,96,0.88,0.304734,0.8217,0.757513,0.693555,0.559711,0.559711,0.051051,0.733599,0.061885,0.178015,0.048316,0.08709,0.061382,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,low_friction,combined_stress,minus_action_critical_mask,1,96,0.88,0.304734,0.8217,0.757513,0.684577,0.547832,0.547832,0.053836,0.728264,0.064163,0.177506,0.04669,0.092048,0.063924,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,low_friction,combined_stress,minus_action_critical_mask,2,96,0.88,0.304734,0.8217,0.757513,0.688268,0.550742,0.550742,0.051467,0.726092,0.065859,0.179315,0.048799,0.088047,0.063253,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,low_friction,combined_stress,minus_action_critical_mask,3,96,0.88,0.304734,0.8217,0.757513,0.689199,0.558557,0.558557,0.046494,0.735139,0.061733,0.178111,0.045423,0.085979,0.059285,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,low_friction,combined_stress,minus_action_critical_mask,4,96,0.88,0.304734,0.8217,0.757513,0.693719,0.557242,0.557242,0.055254,0.734487,0.062152,0.179506,0.047097,0.092151,0.063701,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,low_friction,combined_stress,minus_action_critical_mask,5,96,0.88,0.304734,0.8217,0.757513,0.693165,0.565435,0.565435,0.043846,0.717925,0.059385,0.180668,0.04352,0.086509,0.057398,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,low_friction,combined_stress,minus_action_critical_mask,6,96,0.88,0.304734,0.8217,0.757513,0.68577,0.546339,0.546339,0.063351,0.720672,0.060856,0.179566,0.048056,0.091729,0.065982,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,low_friction,combined_stress,minus_action_critical_mask,7,96,0.88,0.304734,0.8217,0.757513,0.6887,0.553781,0.553781,0.058258,0.716395,0.056952,0.181992,0.049366,0.089367,0.062472,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,low_friction,combined_stress,minus_action_critical_mask,8,96,0.88,0.304734,0.8217,0.757513,0.682417,0.554091,0.554091,0.046786,0.723405,0.058557,0.178267,0.044834,0.086453,0.058204,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,low_friction,combined_stress,minus_action_critical_mask,9,96,0.88,0.304734,0.8217,0.757513,0.68836,0.555229,0.555229,0.055756,0.719452,0.057973,0.17867,0.047322,0.089088,0.061755,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,soft_compliance,combined_stress,minus_action_critical_mask,0,96,0.88,0.288186,0.8217,0.75846,0.681275,0.551722,0.551722,0.050864,0.719641,0.055901,0.178142,0.04873,0.087608,0.059178,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,soft_compliance,combined_stress,minus_action_critical_mask,1,96,0.88,0.288186,0.8217,0.75846,0.676086,0.548101,0.548101,0.056483,0.721648,0.049807,0.178818,0.049659,0.087336,0.058817,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,soft_compliance,combined_stress,minus_action_critical_mask,2,96,0.88,0.288186,0.8217,0.75846,0.700099,0.57125,0.57125,0.056067,0.730523,0.050708,0.17732,0.050655,0.090628,0.05971,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,soft_compliance,combined_stress,minus_action_critical_mask,3,96,0.88,0.288186,0.8217,0.75846,0.686323,0.564292,0.564292,0.048573,0.722968,0.047191,0.177402,0.048015,0.09049,0.055537,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,soft_compliance,combined_stress,minus_action_critical_mask,4,96,0.88,0.288186,0.8217,0.75846,0.688735,0.562422,0.562422,0.050715,0.735088,0.052577,0.177207,0.046497,0.089331,0.057952,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,soft_compliance,combined_stress,minus_action_critical_mask,5,96,0.88,0.288186,0.8217,0.75846,0.686161,0.56351,0.56351,0.046121,0.721954,0.049722,0.179977,0.047033,0.087133,0.054963,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,soft_compliance,combined_stress,minus_action_critical_mask,6,96,0.88,0.288186,0.8217,0.75846,0.693833,0.559503,0.559503,0.062809,0.727214,0.053771,0.178293,0.049938,0.092251,0.063387,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
fragile_container_handoff,soft_compliance,combined_stress,minus_action_critical_mask,7,96,0.88,0.288186,0.8217,0.75846,0.690566,0.55881,0.55881,0.057996,0.729226,0.054509,0.177007,0.049161,0.088723,0.061319,minus_action_critical_mask,uses all tactile channels without action-conditioned relevance
